Point;Latitude;Longitude;Contexte;P̩riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;ATAV;ATXAV;ASD;ATX35;ATR;ATNFD;ATNCWD;ATXHWD;ARR;ARR1MM;APFL90;APQ99;AFFAV;AFF3;AFFQ98;AFF98;
6756;44.8887;-0.9541;RCP4.5;H1;13.98;72;4.17;8;21;5;17;961.31;124.37;63.67;0.03;8.5;24.48;6.51;6.47;0.93;1;16;3.1;4;-4;1;11;45.77;-0.43;0.52;0.56;0.01;-2.9;-0.19;-0.83;
6757;44.8917;-0.853;RCP4.5;H1;13.96;72;4.07;8;22;5;18;960.01;124.53;63.74;0.03;8.53;24.48;6.54;6.47;0.93;1;17;3.1;5;-3;2;12;40.7;-0.1;0.46;0.96;0.01;-2.94;-0.18;-0.83;
6758;44.8945;-0.7519;RCP4.5;H1;14.01;72;4.1;8;21;5;17;956.78;124.4;63.71;0.03;8.5;24.4;6.53;6.5;0.93;1;16;3.1;4;-4;2;11;40.63;-0.17;0.42;0.96;0;-2.5;-0.19;-0.87;
6759;44.8973;-0.6507;RCP4.5;H1;14.06;67;3.57;9;19;5;17;866.51;119.63;65.8;0.03;7.74;23.41;6.83;6.5;0.9;0.97;16;2.67;5;-2;1;11;36.24;1.03;0.54;0.72;0.01;-4.53;-0.2;-0.83;
6760;44.9;-0.5495;RCP4.5;H1;14.46;83;4.73;13;21;5;18;885.38;122.07;64.41;0.03;7.84;22.89;5.63;6.73;0.94;1.01;17;3.26;6;-3;1;12;37.68;0.3;0.34;0.26;0.01;-1.17;-0.14;-0.57;
6761;44.9026;-0.4483;RCP4.5;H1;14.42;87;5.03;14;20;5;18;798.36;115.6;65.71;0.03;7.13;21.76;5.15;6.73;0.96;1.04;19;3.4;7;-4;1;11;33.36;-0.6;0.13;0.86;0.01;2.43;-0.08;-0.57;
6762;44.9051;-0.3472;RCP4.5;H1;14.51;90;5.33;14;20;4;20;787.45;115.9;65.31;0.03;7.15;21.56;5.14;6.13;0.96;1.06;20;3.63;6;-4;0;13;29.16;0.03;-0.36;0.78;0.01;0.5;-0.11;-1.2;
6763;44.9075;-0.246;RCP4.5;H1;14.55;91;5.4;15;20;4;19;785.25;115.7;65.31;0.03;7.13;21.5;5.14;6.13;0.96;1.05;20;3.6;7;-4;0;12;29.14;-0.1;-0.41;0.78;0.01;0.6;-0.11;-1.2;
6764;44.9098;-0.1448;RCP4.5;H1;14.11;82;5.3;12;23;5;20;836.22;123.73;62.64;0.1;7.77;20.57;5.14;6.47;0.98;1.09;18;3.67;6;-4;2;13;24.75;-0.6;-0.09;0.36;0.01;-0.33;-0.15;-0.83;
6765;44.9121;-0.0435;RCP4.5;H1;13.98;80;5.4;11;23;4;21;841.55;122.8;63.01;0.1;7.85;20.78;5.13;6.63;0.99;1.11;18;3.83;5;-5;0;14;22.85;-2.03;0.4;0.21;0.01;-0.1;-0.14;-0.7;
6766;44.9142;0.0577;RCP4.5;H1;14;87;5.27;10;25;4;22;833.93;117.4;65.61;0.1;7.53;22.71;5.39;6.47;1;1.12;20;3.6;5;-5;1;14;28.02;-1.67;0.31;0.44;0.02;-1.36;-0.16;-0.83;
6767;44.9162;0.1589;RCP4.5;H1;13.94;84;5.03;10;25;4;22;837.43;117.13;65.99;0.1;7.51;23.55;5.36;6.63;1;1.13;19;3.5;5;-5;1;15;24.71;-2.17;0.7;1.19;0.02;-1.8;-0.11;-0.57;
6768;44.9182;0.2602;RCP4.5;H1;13.85;82;5.13;10;25;4;22;838.7;116.23;66.29;0.1;7.52;23.11;5.32;6.6;1;1.13;19;3.7;5;-5;1;15;19.26;-3.47;1;0.48;0.02;-0.54;-0.09;-0.7;
6769;44.92;0.3614;RCP4.5;H1;14;84;5.57;11;25;4;21;863.25;121.1;64.68;0.1;7.81;22.66;4.86;6.3;1.01;1.15;19;4.04;5;-4;1;14;15.55;-4.4;1.18;0.11;0.01;0;-0.11;-1.1;
6770;44.9218;0.4626;RCP4.5;H1;13.91;81;4.97;12;24;4;22;869.33;121.73;65.15;0.1;7.76;23.55;4.77;6.43;1.02;1.15;19;3.6;6;-5;1;15;11.81;-3.94;1.52;0.6;0.01;0.03;-0.16;-0.87;
6771;44.9235;0.5639;RCP4.5;H1;13.83;79;4.87;11;24;4;22;875.33;121.83;65.16;0.1;7.81;23.73;4.74;6.63;1.01;1.15;19;3.7;6;-5;1;15;11.7;-4.24;1.52;0.62;0;0.4;-0.15;-0.7;
6772;44.9251;0.6652;RCP4.5;H1;13.8;79;4.8;11;25;4;22;867.24;121.4;65.11;0.1;7.76;23.73;4.73;6.47;1.01;1.16;19;3.7;5;-4;1;15;-0.5;-5.1;1.49;0.58;0.01;0.7;-0.14;-0.96;
6773;44.9265;0.7664;RCP4.5;H1;13.61;74;4.63;11;25;4;22;872.11;122.67;64.95;0.06;7.68;23.32;4.65;6.63;1.02;1.15;18;3.63;6;-4;1;15;-10.98;-4.33;1.33;0.4;0;-0.17;-0.09;-0.7;
6774;44.9279;0.8677;RCP4.5;H1;13.61;78;5.07;10;28;4;23;863.49;120.2;64.96;0.06;7.65;23.05;4.74;6.53;1.03;1.17;19;3.74;5;-6;1;15;-12.85;-4.9;1.28;0.17;0;0.1;-0.1;-0.87;
6775;44.9292;0.969;RCP4.5;H1;13.94;87;5.6;10;28;5;23;880.99;121.03;64.68;0.03;7.74;24.26;4.93;6.6;1.03;1.16;20;3.77;5;-4;2;16;-9.75;-6.04;1.23;0.68;-0.01;0.8;-0.09;-0.73;
6776;44.9304;1.0703;RCP4.5;H1;13.77;81;5.1;10;27;5;23;903.27;122.87;64.5;0.03;7.89;25.29;4.78;6.13;1.03;1.16;19;3.57;5;-5;2;16;-2.2;-4.56;1.14;1.55;-0.01;1.46;-0.08;-1.14;
6777;44.9315;1.1716;RCP4.5;H1;13.56;79;5.43;10;28;4;25;902.19;120.47;64.82;0.03;7.85;25.52;4.75;6.57;1.04;1.18;19;3.66;5;-5;1;17;-5.84;-4.5;1.04;1.12;-0.01;1.27;-0.08;-0.73;
6778;44.9326;1.2728;RCP4.5;H1;13.59;79;5.47;10;29;5;23;903.59;122.03;64.9;0.03;8.1;24.6;4.76;6.73;1.01;1.15;18;3.6;5;-4;2;15;1.06;-3.37;1.18;0.17;-0.02;0.9;-0.09;-0.54;
6779;44.9335;1.3741;RCP4.5;H1;13.45;76;5.23;10;29;5;23;923.81;122.5;64.51;0.03;8.31;25.18;4.74;6.97;1;1.15;18;3.46;5;-4;2;14;12.39;-3.03;0.8;0.9;-0.02;2.1;-0.02;-0.3;
6780;44.9343;1.4754;RCP4.5;H1;13.35;81;6.2;8;34;5;24;983.84;129;63.38;0.03;8.93;25.81;4.67;7.3;1.02;1.17;18;3.73;5;-5;2;16;12.65;-2.97;0.71;0.79;-0.02;1.53;-0.04;0;
6781;44.9351;1.5767;RCP4.5;H1;13.26;79;5.87;8;34;4;25;1006.24;129.2;63.24;0.03;9.1;26.66;4.68;7.53;1;1.16;18;3.37;4;-5;0;16;32.07;-3.2;0.59;1.29;-0.02;2.66;0.01;0.23;
6782;44.9357;1.678;RCP4.5;H1;13.51;86;6.57;8;34;5;24;1035.61;131.13;62.14;0.03;9.39;26.66;4.85;7.53;1;1.15;18;3.64;4;-5;2;14;28.83;-3.14;0.49;1.25;-0.03;1;0.01;0.06;
6783;44.9363;1.7794;RCP4.5;H1;13.57;85;6;7;33;5;24;990.19;129.2;63.38;0.03;8.8;25.76;4.83;7.1;0.98;1.14;17;3.27;3;-5;1;14;40.71;-2.2;0.7;1.15;-0.03;2.13;-0.06;-0.23;
6784;44.9367;1.8807;RCP4.5;H1;13.26;81;5.4;6;36;5;26;1068.9;132.13;61.89;0.03;9.64;26.58;4.65;6.7;0.99;1.15;17;2.93;3;-6;0;15;44.69;-2.17;0.24;0.57;-0.03;1.4;-0.09;-0.6;
6785;44.9371;1.982;RCP4.5;H1;12.26;56;3.3;9;36;5;26;1236.72;136.93;60.53;0.03;11.21;29.21;4.89;6.7;1;1.14;15;2.27;5;-5;0;17;41.53;-3.2;0.14;-0.03;-0.03;2.63;-0.06;-0.63;
6786;44.9374;2.0833;RCP4.5;H1;11.42;47;1.83;6;45;6;25;1220.67;138.3;60.92;0.03;10.82;29.15;5.6;6.8;1;1.13;13;1.26;3;-10;0;16;22.13;-1.9;0.46;0.33;-0.04;4;-0.14;-0.6;
6787;44.9376;2.1846;RCP4.5;H1;11.52;48;1.9;6;45;6;26;1203.62;137.4;60.58;0.06;10.71;28.97;5.67;6.93;1.01;1.15;13;1.37;3;-9;1;17;7.09;-3.47;0.04;-0.23;-0.04;4.26;-0.08;-0.37;
6788;44.9377;2.2859;RCP4.5;H1;11.4;52;2.07;3;52;6;25;1286.93;143.37;58.63;0.1;11.42;29.49;6.38;7.07;1.01;1.14;13;1.6;2;-10;-1;16;5.41;-2.96;-0.02;-0.57;-0.05;4.66;-0.11;-0.23;
6789;44.9377;2.3872;RCP4.5;H1;11.08;47;1.8;3;55;7;26;1310.27;143.9;58.68;0.06;11.62;30.25;6.38;6.93;1.03;1.17;13;1.33;2;-11;1;17;1.62;-3.63;0.24;0.11;-0.05;4.27;-0.11;-0.4;
6790;44.9376;2.4885;RCP4.5;H1;10.48;37;1.23;3;59;6;25;1358.69;148.4;58.32;0.06;11.96;31.29;6.18;6.83;1.02;1.16;11;0.86;3;-12;1;15;-4.2;-4.07;0.34;-0.01;-0.05;4;-0.11;-0.47;
6791;44.9374;2.5898;RCP4.5;H1;10.07;31;0.6;3;60;5;25;1404.76;149;58.94;0.06;12.3;32.87;5.97;6.93;1.09;1.21;10;0.47;3;-16;-1;15;2.44;-3.7;0.88;0.66;-0.05;5.36;-0.13;-0.44;
6792;44.9371;2.6911;RCP4.5;H1;9.33;29;0.43;0;71;3;29;1645.1;152.77;58.45;0.1;14.5;37.94;5.89;6.67;1.17;1.32;11;0.4;0;-21;0;19;-12;-5.53;1.21;0.39;-0.04;5.4;-0.16;-0.66;
6793;44.9368;2.7925;RCP4.5;H1;9.13;27;0.3;0;73;3;28;1661.24;154.83;58.06;0.1;14.45;38.25;6.03;6.63;1.17;1.32;11;0.3;0;-21;0;18;-13.97;-5.64;1.27;0.47;-0.04;5.23;-0.17;-0.6;
6794;44.9363;2.8938;RCP4.5;H1;8.7;27;0.23;0;82;3;28;824.76;119.77;66.77;0.1;6.68;25.28;6.76;5.83;1.13;1.3;10;0.23;0;-20;1;17;14.52;-4.83;1.6;1.93;-0.04;6.3;-0.08;-1.47;
6795;44.9357;2.9951;RCP4.5;H1;9.07;33;0.63;0;78;4;28;812.49;118.4;67.24;0.1;6.75;25.09;6.36;7.27;1.11;1.27;11;0.56;0;-21;1;18;20.17;-2.43;1.61;2.36;-0.03;2.97;-0.09;-0.03;
6796;44.9351;3.0964;RCP4.5;H1;9.93;46;1.33;0;69;4;31;847.55;122.17;65.12;0.1;7.29;24.1;5.32;6.57;1.13;1.3;13;0.96;0;-21;0;21;18.09;-4.1;1.58;2.07;-0.03;4.63;-0.14;-0.8;
6797;44.9343;3.1977;RCP4.5;H1;9.63;44;1.17;0;76;5;30;874.23;125.1;65.14;0.06;7.47;24.43;5.37;6.23;1.06;1.24;13;0.9;0;-18;1;20;35.01;-1.17;1.54;1.11;-0.04;4.16;-0.13;-1.1;
6798;44.9335;3.299;RCP4.5;H1;9;33;0.47;0;80;5;29;919.77;129.53;64.21;0;7.6;26.38;5.87;6.13;1.07;1.25;11;0.44;0;-19;2;18;50.19;-3.3;1.45;2.18;-0.05;5.2;-0.11;-1.17;
6799;44.9326;3.4003;RCP4.5;H1;7.64;19;0.07;0;99;4;28;953.3;134.43;63.91;0.06;7.55;26.7;8.16;6.07;1.07;1.26;9;0.07;0;-18;1;18;23.98;-2.97;1.49;0.42;-0.07;5.06;-0.24;-1.26;
6800;44.9316;3.5016;RCP4.5;H1;8.33;26;0.37;0;89;4;33;873.83;131.5;63.82;0;7.14;24.94;6.68;5.87;1.1;1.27;11;0.37;0;-19;0;23;28.99;-1.43;1.56;1.49;-0.07;9.37;-0.21;-1.46;
6801;44.9304;3.6028;RCP4.5;H1;8.68;31;0.5;0;88;4;33;858.19;131.63;63.88;0;7;24.49;6.32;5.67;1.1;1.27;11;0.47;0;-19;0;23;31.34;-0.87;1.49;1.44;-0.07;8.2;-0.19;-1.66;
6802;44.9292;3.7041;RCP4.5;H1;8.64;30;0.43;0;90;5;30;898.57;137.3;62.99;0;7.12;25.89;6.6;6.2;1.05;1.2;11;0.43;0;-17;1;21;33.08;-1.97;1.84;1.44;-0.06;7.1;-0.22;-1.13;
6803;44.9279;3.8054;RCP4.5;H1;8.12;22;0.1;0;91;3;28;855.52;120.5;68.34;0.03;6.68;26.8;8.23;6.13;1.04;1.21;10;0.1;0;-18;-1;21;25.63;-1.8;1.22;0.43;-0.06;6.17;-0.14;-1.17;
6804;44.9266;3.9067;RCP4.5;H1;9.06;37;0.53;0;88;4;30;835.17;123.3;66.46;0.03;6.56;25.14;7.1;6.57;1.06;1.23;12;0.5;0;-18;1;22;34.22;-1.53;1.78;1.72;-0.06;3.14;-0.15;-0.8;
6805;44.9251;4.0079;RCP4.5;H1;8.78;28;0.27;1;81;5;29;986.68;137.13;64.56;0.1;7.45;31.11;7.62;6.23;1.07;1.22;11;0.27;1;-16;0;20;6.96;-1.9;1.1;1.12;-0.07;5.43;-0.12;-1;
6806;44.9235;4.1092;RCP4.5;H1;7.61;13;0;1;91;3;29;1041.3;137.03;64.92;0.06;8.02;32.8;9.01;6;1.14;1.33;7;0;1;-20;-1;20;11.07;-4.97;2.05;1.68;-0.08;3.4;-0.16;-1.33;
6807;44.9218;4.2105;RCP4.5;H1;7.55;14;0;0;96;3;28;1367.46;134.83;70.73;0.03;9.78;48.52;8.33;5.67;1.11;1.32;8;0;0;-20;0;20;9.88;-4.77;0.85;-0.02;-0.07;3.16;-0.09;-1.63;
6808;44.9201;4.3117;RCP4.5;H1;10.26;38;0.7;5;58;5;26;1361.78;107.27;79.36;0.03;9.62;56.03;5.82;6.43;1.14;1.28;13;0.6;4;-15;-1;18;37.05;-2.7;1.88;4.63;-0.03;3.04;-0.07;-0.87;
6809;44.9182;4.413;RCP4.5;H1;11.22;52;2.3;5;51;4;26;1295.83;106.23;79.18;0.03;9.02;53.14;5.8;6.8;1.09;1.25;15;1.97;4;-11;0;18;48.38;-3.44;2.05;5.38;-0.01;1.2;-0.01;-0.5;
6810;44.9163;4.5142;RCP4.5;H1;11.34;54;2.47;5;51;4;26;1288.07;105.8;79.17;0.03;8.99;52.98;5.78;6.67;1.09;1.25;15;2.07;4;-10;0;18;48.25;-2.93;1.98;5.6;-0.01;1.46;-0.02;-0.6;
6811;44.9142;4.6154;RCP4.5;H1;11.38;48;2.17;14;49;6;30;992.44;107.83;76.51;0.06;7.31;37.4;5.94;6.2;1.15;1.28;14;1.77;9;-11;0;21;45.78;-1;2.18;4.18;-0.01;-1.84;-0.1;-1.13;
6812;44.9121;4.7167;RCP4.5;H1;11.65;51;2.7;16;47;4;29;962.82;106.37;75.79;0.1;7.17;36.47;6.17;7.23;1.12;1.22;14;2.03;10;-11;-1;20;35.53;-1.2;1.25;3.64;0;-1.77;-0.07;-0.1;
6813;44.9099;4.8179;RCP4.5;H1;12.99;76;5.33;15;35;3;27;964.01;97.97;78.98;0.13;6.83;38.57;6.25;6.43;1.08;1.21;16;3.86;9;-11;1;18;39.44;-1.7;1.54;3.64;0.03;-5.56;-0.17;-0.94;
6814;44.9076;4.9191;RCP4.5;H1;13.86;88;5.33;22;26;3;25;880.76;99.7;78.16;0.23;6.44;34.83;6.82;7.43;1.01;1.13;17;3.63;11;-5;1;18;35.36;1.7;1.1;3.07;0.04;-7.16;-0.08;0.1;
6815;44.9051;5.0203;RCP4.5;H1;13.39;80;4.9;19;30;3;25;912.67;100.67;78.24;0.23;6.66;36.06;6.49;7.33;1.01;1.13;16;3.6;9;-7;1;17;35.91;1.37;1.11;3.11;0.03;-6.13;-0.08;0.03;
6816;44.9026;5.1215;RCP4.5;H1;11.4;70;5.13;3;69;5;29;1155.48;124.93;67.43;0.13;9.96;35.11;4.34;6.23;1.09;1.23;16;3.93;3;-14;1;19;59.76;-0.27;1.02;3.6;0.01;-1.4;-0.07;-1.04;
6817;44.9;5.2226;RCP4.5;H1;9.12;35;0.37;1;91;3;31;1327.86;127.23;66.99;0.03;11.4;39.82;5.47;5.93;1.19;1.38;12;0.34;1;-19;1;20;61.28;-4.04;1.58;3.62;-0.02;-0.47;-0.13;-1.44;
6818;44.8974;5.3238;RCP4.5;H1;8.28;24;0.03;0;102;3;30;1401.49;127.1;67.33;0.06;12.08;42.11;5.92;5.8;1.17;1.36;10;0.03;0;-17;0;18;55.82;-4.63;1.54;4.1;-0.01;-1.3;-0.13;-1.53;
6819;44.8946;5.425;RCP4.5;H1;8.45;28;0.03;0;101;2;30;1352.05;124.83;67.23;0.03;11.73;40.12;5.85;5.7;1.16;1.37;11;0.03;0;-18;-1;19;19.75;-5.1;1.17;2.45;-0.03;0.73;-0.21;-1.6;
6820;44.8917;5.5261;RCP4.5;H1;6.78;8;0;0;116;3;27;1518.33;135.07;63.51;0.1;13.6;39.01;5.51;5.57;1.23;1.38;5;0;0;-20;-1;18;-38.53;-6;1.01;-0.17;-0.05;4.8;-0.22;-1.76;
6821;44.8887;5.6273;RCP4.5;H1;9.94;57;1.7;0;93;2;32;1023.63;118.23;66.41;0.06;8.86;29.3;6.02;6.57;1.26;1.46;14;1.33;0;-21;-1;20;2.81;-4.2;0.27;0.6;-0.06;4.27;-0.23;-0.73;
6822;44.8857;5.7284;RCP4.5;H1;9.98;60;2.3;0;96;4;33;1010.68;121.4;66.02;0.1;9;27.27;6.24;7.07;1.17;1.33;15;1.97;0;-16;0;20;4.96;0.4;-0.22;-1.65;0.01;-0.67;0.02;-0.2;
6823;44.8825;5.8295;RCP4.5;H1;10.3;64;2.7;0;90;4;33;991.4;122.3;65.75;0.13;8.78;26.49;5.86;6.97;1.16;1.32;17;2.33;0;-17;0;21;3.35;0.2;-0.03;-1.5;0;-0.66;0.03;-0.36;
6824;44.8793;5.9306;RCP4.5;H1;8.13;31;0.1;0;111;3;31;1024.56;119.97;68.59;0.06;8.55;31.95;3.85;6.87;1.14;1.34;13;0.1;0;-16;-1;22;-3.33;-4.06;1.44;2.13;-0.03;3.1;-0.11;-0.53;
6825;44.876;6.0317;RCP4.5;H1;6.24;7;0;0;137;4;27;1109.84;120.93;69.15;0.16;9.23;35.86;4.16;5.33;1.22;1.43;5;0;0;-14;1;22;-44.44;-7.5;2.21;1.41;-0.07;3.43;-0.32;-1.97;
6826;44.8725;6.1328;RCP4.5;H1;2.99;0;0;0;177;4;21;1267.41;126.97;68.92;0.16;10.72;40.69;4.7;5.67;1.17;1.3;0;0;0;-17;0;18;-52.29;-7.1;2.66;2.41;-0.07;3.9;-0.35;-1.66;
6827;44.869;6.2339;RCP4.5;H1;1.31;0;0;0;202;5;41;1380.82;128.03;68.92;0.19;11.65;42.79;5.53;6.57;1.48;1.8;0;0;0;-26;1;39;-46.28;-6.87;2.49;1.38;-0.07;7.03;-0.29;-0.76;
6828;44.8654;6.3349;RCP4.5;H1;0.6;0;0;0;212;5;17;1318.55;121.37;71.21;0.19;11.31;43.33;5.66;6.5;1.22;1.33;0;0;0;-22;1;15;-41.64;-8.03;2.85;1.53;-0.04;3;-0.15;-0.9;
6829;44.8617;6.436;RCP4.5;H1;3.99;1;0;0;169;4;23;1138.44;116.47;71.53;0.23;9.62;37.79;4.46;6.4;1.24;1.41;1;0;0;-14;1;21;-45.43;-6.4;2.21;0.76;-0.03;2.13;-0.14;-0.93;
6830;44.8579;6.537;RCP4.5;H1;5.92;7;0;0;143;3;26;1101.62;113.77;72.83;0.19;8.98;38.34;4.56;7.3;1.38;1.48;6;0;0;-19;-2;20;1.66;-6.46;3.19;3.79;-0.01;1.47;0.02;0;
6831;44.854;6.638;RCP4.5;H1;5.9;5;0;0;147;3;21;842.18;101.97;75.16;0.19;6.57;31;3.89;6.9;1.17;1.32;4;0;0;-15;-1;17;21.27;-6.23;4.18;4.65;-0.02;-0.77;-0.06;-0.4;
6832;44.85;6.739;RCP4.5;H1;3.27;0;0;0;176;4;16;921.92;107.53;73.76;0.23;7.33;32.28;4.51;7.4;1.12;1.22;0;0;0;-15;0;14;24.32;-6.07;3.72;4.41;-0.02;-0.33;-0.07;0.07;
6833;44.846;6.84;RCP4.5;H1;1.5;0;0;0;199;4;12;973.31;109.5;72.98;0.19;7.63;33.01;5.06;7.07;1.03;1.17;0;0;0;-17;0;11;20.71;-6.3;3.63;2.51;-0.01;1.47;-0.09;-0.3;
6834;44.8418;6.941;RCP4.5;H1;2.05;0;0;0;191;4;13;1008.22;107.1;75.09;0.06;7.76;34.9;4.95;7.57;1.08;1.16;0;0;0;-17;0;10;53.2;-7.07;4.8;4.63;-0.02;2.43;0.01;0.24;
6835;44.8375;7.0419;RCP4.5;H1;3.37;0;0;0;174;3;15;946.94;107.7;74.97;0.06;7.41;32.71;4.54;7.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6897;44.9544;-1.1609;RCP4.5;H1;13.92;59;3;7;20;5;15;902.37;120.7;65.64;0.03;7.96;26.08;7.39;6.67;0.92;0.96;13;2.2;4;-3;0;10;67.04;-0.03;0.4;2.69;0;-2.04;-0.12;-0.7;
6898;44.9575;-1.0597;RCP4.5;H1;14.12;74;3.9;9;21;6;16;982.17;125.1;63.59;0.03;8.81;26.38;6.48;6.4;0.94;1;16;2.9;5;-4;2;10;73.28;1.23;0.46;2.61;0;0.04;-0.17;-0.9;
6899;44.9606;-0.9584;RCP4.5;H1;14.01;72;4.13;8;21;5;17;970.2;125.07;63.61;0.03;8.6;24.7;6.5;6.93;0.93;0.99;15;3.06;4;-4;1;11;57.29;0.47;0.48;1.35;0.01;-2.1;-0.18;-0.4;
6900;44.9636;-0.8571;RCP4.5;H1;13.97;71;4.1;8;21;5;17;971.13;126.07;63.71;0.03;8.84;24.25;6.55;6.53;0.94;1.01;16;3.1;5;-5;1;11;54.24;1.37;0.64;0.79;0.01;-3.1;-0.15;-0.8;
6901;44.9664;-0.7558;RCP4.5;H1;13.95;66;3.57;8;19;4;17;882.29;120.5;66.02;0.03;7.88;23.95;6.89;6.63;0.91;0.99;16;2.8;5;-3;0;11;49.16;1.6;0.7;1.03;0.02;-3.54;-0.16;-0.74;
6902;44.9692;-0.6546;RCP4.5;H1;14.08;67;3.57;9;18;4;17;876.91;118.97;66.08;0.03;7.9;23.63;6.8;6.73;0.92;0.98;15;2.77;5;-3;0;11;49.24;0.3;0.84;0.9;0.02;-4.93;-0.22;-0.57;
6903;44.9719;-0.5533;RCP4.5;H1;14.21;69;3.77;11;17;4;17;868.5;118.73;66.04;0.03;7.83;23.41;6.79;6.8;0.92;0.98;15;2.87;6;-3;0;11;48.62;0.46;0.8;0.9;0.02;-4.9;-0.22;-0.5;
6904;44.9745;-0.4519;RCP4.5;H1;14.55;90;5.3;14;20;4;18;801.65;114.67;66.01;0.03;7.22;22.17;5.16;6.8;0.97;1.04;19;3.37;6;-4;0;11;45.2;-0.6;0.55;1.27;0.01;0.3;-0.09;-0.47;
6905;44.977;-0.3506;RCP4.5;H1;14.2;84;4.93;12;22;4;20;841.93;122.47;62.88;0.03;7.74;20.8;5.16;6.37;0.98;1.07;18;3.33;6;-4;0;12;35.72;-1.8;0.27;0.41;0.01;0.66;-0.13;-1.03;
6906;44.9794;-0.2493;RCP4.5;H1;14.26;85;5;13;22;4;20;838.35;122.33;62.83;0.03;7.71;20.72;5.16;6.37;0.98;1.08;19;3.4;6;-4;0;12;35.58;-1.84;0.22;0.42;0.01;0.5;-0.13;-0.96;
6907;44.9818;-0.148;RCP4.5;H1;14.18;84;5.33;13;23;5;20;831.54;123.47;62.64;0.1;7.73;20.47;5.16;6.5;0.98;1.08;19;3.63;7;-3;2;13;24.33;-0.66;-0.1;0.36;0.01;-0.56;-0.14;-0.8;
6908;44.984;-0.0466;RCP4.5;H1;14.1;83;5.43;12;23;4;20;833.81;122.37;63.06;0.1;7.78;20.59;5.14;6.43;0.99;1.1;19;3.86;6;-4;0;13;22.49;-1.9;0.47;0.21;0.01;-0.36;-0.15;-0.84;
6909;44.9861;0.0547;RCP4.5;H1;14.01;87;5.37;10;26;4;21;832.76;117.4;65.65;0.1;7.51;22.68;5.4;6.47;0.99;1.11;20;3.64;5;-4;1;14;27.81;-1.6;0.36;0.44;0.02;-1.67;-0.16;-0.86;
6910;44.9882;0.1561;RCP4.5;H1;13.96;85;5.03;10;25;4;21;835.86;117.17;66;0.1;7.49;23.51;5.37;6.7;1;1.13;19;3.46;5;-5;1;14;24.66;-1.93;0.7;1.19;0.02;-1.93;-0.11;-0.67;
6911;44.9901;0.2575;RCP4.5;H1;13.88;83;5.17;10;25;4;21;837.17;116;66.33;0.1;7.51;23.07;5.33;6.6;1.01;1.14;19;3.74;5;-5;1;14;19.2;-3.6;1.01;0.48;0.01;-0.57;-0.09;-0.7;
6912;44.992;0.3588;RCP4.5;H1;13.92;82;5.17;11;25;4;21;869.92;121.43;64.63;0.1;7.87;22.84;4.81;6.43;1.01;1.14;19;3.87;5;-4;1;13;15.83;-4.77;1.07;0.12;0.02;-0.07;-0.1;-0.9;
6913;44.9937;0.4602;RCP4.5;H1;13.79;79;5.23;11;24;4;21;876.39;121.7;64.98;0.13;7.82;23.73;4.76;6.77;1.02;1.15;19;3.96;6;-5;1;14;11.37;-4.7;1.49;0.73;0.01;-0.43;-0.1;-0.53;
6914;44.9954;0.5616;RCP4.5;H1;13.67;75;4.87;11;25;4;22;886.49;122.13;65;0.13;7.91;24;4.68;6.6;1.02;1.16;18;3.77;6;-4;1;16;11.59;-4.8;1.5;0.73;0.01;-0.1;-0.11;-0.73;
6915;44.997;0.663;RCP4.5;H1;13.6;73;4.6;10;25;5;22;885.04;122.4;65.12;0.1;7.83;24.37;4.66;6.57;1.01;1.15;17;3.6;5;-4;2;15;2.28;-4.57;1.52;0.97;0.01;-1.53;-0.08;-0.73;
6916;44.9985;0.7644;RCP4.5;H1;13.52;72;4.43;10;25;4;22;879;121.53;65.04;0.06;7.78;24.18;4.64;6.87;1.01;1.16;18;3.36;5;-4;1;15;-8.02;-5.37;1.35;0.64;0.01;-0.47;-0.06;-0.43;
6917;44.9999;0.8658;RCP4.5;H1;13.38;71;4.73;10;28;4;23;882.52;120.43;65.03;0.06;7.86;24.08;4.58;6.73;1.03;1.16;18;3.63;5;-5;0;16;-10.98;-5;1.26;0.26;0;-0.8;-0.05;-0.64;
6918;45.0012;0.9672;RCP4.5;H1;13.44;73;4.53;11;28;3;22;871.83;120.4;64.71;0.06;7.77;23.68;4.63;6.37;1.02;1.15;18;3.36;6;-5;0;14;-16.06;-5.27;1.04;0.3;0;-0.04;-0.04;-1;
6919;45.0024;1.0686;RCP4.5;H1;13.84;83;5.27;11;27;4;22;892.1;123;64.68;0.03;7.81;24.52;4.83;6.73;1.04;1.17;19;3.67;6;-5;1;14;-6.96;-4.43;1.31;0.65;-0.01;1.96;-0.08;-0.64;
6920;45.0035;1.1701;RCP4.5;H1;13.68;82;5.73;10;28;4;23;887.26;120.53;65.04;0.03;7.69;24.68;4.82;6.77;1.05;1.18;19;3.66;5;-5;1;14;-10.27;-4.67;1.26;0.6;-0.01;1.8;-0.1;-0.56;
