Point;Latitude;Longitude;Contexte;P̩riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;ATAV;ATXAV;ASD;ATX35;ATR;ATNFD;ATNCWD;ATXHWD;ARR;ARR1MM;APFL90;APQ99;AFFAV;AFF3;AFFQ98;AFF98;
9096;46.0712;4.3533;RCP4.5;H1;11.03;39;1.23;11;52;7;27;1164.07;142.03;61.58;0.03;9.63;30;6.02;6.83;1.01;1.11;10;0.7;6;-10;1;15;121.14;-2.34;2.48;4.74;-0.05;3.36;-0.11;-0.54;
9097;46.0693;4.4567;RCP4.5;H1;11.1;40;1.23;11;51;7;28;1111.41;140.63;61.83;0.03;9.47;28.48;5.93;5.9;1.08;1.17;11;0.73;6;-11;1;17;75.66;-2.44;2.9;3.64;-0.03;2;-0.14;-1.43;
9098;46.0673;4.56;RCP4.5;H1;11.36;44;1.4;11;48;7;27;1088.95;140.43;61.79;0.03;9.24;27.7;5.72;6.1;1.07;1.17;12;0.87;6;-11;1;16;73.52;-2.84;2.89;3.4;-0.02;1.04;-0.14;-1.23;
9099;46.0652;4.6634;RCP4.5;H1;12.69;66;2.4;18;38;6;26;808.84;115.97;68.48;0.03;6.38;26.23;5.85;7.6;1.04;1.12;14;1.37;8;-8;2;16;52.09;-1.5;2.39;3.98;-0.02;1.07;0.05;0.37;
9100;46.0631;4.7667;RCP4.5;H1;12.53;67;2.2;14;42;5;23;1011.47;133.73;63.47;0.03;8.1;29.14;5.55;8.13;0.99;1.09;14;1.3;8;-9;1;12;53.57;0.3;0.69;2.83;-0.02;2.4;0.01;0.83;
9101;46.0608;4.8701;RCP4.5;H1;12.06;60;2.07;12;48;5;24;1042.8;134.17;63.48;0.03;8.33;29.92;5.28;7.97;1;1.11;13;1.17;7;-10;1;13;57.81;0.74;0.69;2.9;-0.03;2.43;0.01;0.64;
9102;46.0584;4.9734;RCP4.5;H1;11.91;58;2.2;10;51;5;26;1064.86;136.87;63.22;0.03;8.58;30.21;5.17;7.67;0.97;1.1;12;1.43;5;-9;1;13;71.6;3.1;0.13;2.6;-0.03;1.77;-0.03;0.34;
9103;46.056;5.0767;RCP4.5;H1;11.93;59;2.1;10;51;5;26;1052.99;134.27;63.27;0.03;8.58;29.05;5.11;6.9;0.98;1.1;13;1.27;5;-9;1;13;59.03;0.6;0.1;1.72;-0.03;4.3;-0.06;-0.47;
9104;46.0534;5.18;RCP4.5;H1;11.86;58;2.33;10;51;6;27;1058.78;134.47;63.02;0.03;8.53;29.33;5.09;7;0.98;1.11;13;1.5;5;-10;1;15;61.49;0.27;-0.04;1.78;-0.03;2.27;-0.06;-0.3;
9105;46.0508;5.2833;RCP4.5;H1;11.82;57;2.57;9;52;7;28;1039.02;132.93;62.93;0.03;8.51;29.32;5.03;6.93;0.98;1.11;12;1.64;4;-10;1;15;42.27;-0.17;-0.19;1.89;-0.03;3.6;-0.06;-0.4;
9106;46.048;5.3866;RCP4.5;H1;11.39;62;2.5;6;66;6;27;1375.51;145.4;59.66;0.03;12;34.02;4.64;6.73;1.02;1.12;14;1.57;3;-14;0;15;53.12;-1.1;0.01;2.01;-0.04;3.13;-0.11;-0.6;
9107;46.0452;5.4899;RCP4.5;H1;9.94;41;1.27;2;78;5;27;1557.79;145.8;61.51;0.03;13.42;38.68;3.31;6.17;1.07;1.2;10;0.97;2;-16;-1;18;43.81;-3.87;1.24;1.02;-0.02;0.86;-0.07;-1.2;
9108;46.0422;5.5932;RCP4.5;H1;8.94;27;0.27;2;89;4;28;1675.54;145.37;61.45;0.03;14.34;43.52;3.41;6.87;1.23;1.39;10;0.24;2;-20;0;18;26.25;-5.33;1.19;2.93;-0.01;1;-0.07;-0.43;
9109;46.0392;5.6965;RCP4.5;H1;8.4;20;0.1;1;93;4;28;1727.59;149.67;60.76;0.03;14.7;44.21;3.9;6.93;1.23;1.38;8;0.1;1;-22;0;18;16.56;-5.93;1.36;2.76;0;0.47;-0.07;-0.47;
9110;46.0361;5.7997;RCP4.5;H1;11.04;50;2.03;6;55;3;30;1307.19;131.7;65.4;0.03;11.55;35.87;3.45;8.13;1.29;1.38;12;1.63;5;-22;0;21;23.82;-2.37;0.99;1.28;0.02;-0.83;0.07;0.83;
9111;46.0329;5.903;RCP4.5;H1;11.36;55;1.9;6;61;3;26;1217.04;132.13;63.89;0.06;10.73;31.65;3.5;8.5;1.15;1.23;12;1.4;4;-16;1;18;28.21;-2;1.21;1.34;0.02;-1.73;0.11;1.17;
9112;46.0296;6.0062;RCP4.5;H1;11.21;53;1.9;6;63;3;26;1231.77;132.23;63.94;0.06;10.91;32.05;3.46;8.83;1.14;1.23;12;1.37;4;-16;1;17;28.68;-1.77;1.15;1.36;0.02;-1.8;0.12;1.5;
9113;46.0262;6.1094;RCP4.5;H1;10.32;42;1.13;4;70;2;27;1352.58;135.73;63.67;0.03;12;35.67;3.12;7.97;1.17;1.29;11;0.93;3;-20;0;17;63.71;-2.97;1.41;3.23;0;-0.86;0.04;0.67;
9114;46.0227;6.2126;RCP4.5;H1;10.11;39;0.83;4;72;4;27;1369.77;136.37;63.24;0.03;11.93;34.59;2.89;6.47;1.2;1.28;11;0.7;3;-20;1;17;56.07;-1.73;1.08;2.52;-0.01;1.3;-0.15;-0.9;
9115;46.0191;6.3158;RCP4.5;H1;8.31;22;0.07;1;92;5;28;1748.86;147.7;60.76;0.03;15.44;43.05;2.49;6.43;1.21;1.3;9;0.07;1;-22;1;18;21.73;-5.1;1.46;1.72;-0.01;0.26;-0.07;-1.04;
9116;46.0154;6.419;RCP4.5;H1;7.36;9;0;1;105;4;27;1833.33;153.3;59.34;0.03;15.86;44.05;3.03;7.53;1.19;1.26;5;0;1;-19;-1;18;6.93;-4.93;1.34;1.99;-0.02;-0.14;0.05;0.2;
9117;46.0116;6.5221;RCP4.5;H1;6.75;4;0;1;110;5;26;1903.73;151.1;60.27;0.03;16.47;46.64;3.5;7.1;1.19;1.25;3;0;1;-20;0;18;2.58;-4.5;1.44;2.63;-0.03;0;0.05;-0.23;
9118;46.0077;6.6253;RCP4.5;H1;7.93;21;0;0;113;4;28;1469.41;142.4;60.77;0.03;13;36.92;2.5;7.63;1.23;1.33;8;0;0;-20;-2;16;27.04;-3.4;0.77;2.31;-0.01;0.03;-0.01;0.33;
9119;46.0037;6.7284;RCP4.5;H1;4.25;0;0;0;148;5;22;1781.6;153.8;60.32;0.06;15.1;43.84;4.95;6.87;1.14;1.2;0;0;0;-18;0;17;10.2;-4.27;1.43;3.14;-0.05;5.7;-0.13;-0.43;
9120;45.9997;6.8315;RCP4.5;H1;3.18;0;0;0;163;5;22;1854.06;152.9;60.63;0.03;16.01;45.57;4.78;7.07;1.12;1.18;0;0;0;-20;0;18;7.44;-4.57;1.51;2.69;-0.04;5.07;-0.09;-0.26;
9121;45.9955;6.9346;RCP4.5;H1;4.48;3;0;0;151;4;34;1729.97;154;59.39;0.1;14.65;41.77;4.96;6.47;1.45;1.7;3;0;0;-19;1;29;-30.53;-3.9;0.89;0.7;-0.08;7.83;-0.11;-0.9;
9122;45.9913;7.0377;RCP4.5;H1;-0.47;0;0;0;223;5;15;2145.24;156.8;60.08;0.1;18.88;51.09;5.36;6.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9186;46.108;-1.1312;RCP4.5;H1;13.98;47;2.27;10;15;7;15;725.57;109.87;66.16;0.13;6.43;20.78;8.08;7.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9187;46.1111;-1.0278;RCP4.5;H1;13.86;45;2.13;9;16;7;15;731.08;110.1;66.17;0.13;6.48;20.93;8.06;7.63;0.85;0.94;10;1.8;5;0;3;11;14.57;-4.43;1.47;1.63;0.03;-7.4;-0.16;0.26;
9188;46.1141;-0.9244;RCP4.5;H1;13.53;63;3.6;7;24;5;17;804.93;115;65.17;0.13;7.11;23.61;6.84;6.97;0.92;1.01;13;2.7;4;-4;1;11;26.3;-4.47;1.7;3.15;0.04;-8;-0.09;-0.4;
9189;46.1171;-0.821;RCP4.5;H1;13.5;63;3.6;7;24;5;17;806.47;115.03;65.17;0.13;7.12;23.65;6.84;7;0.92;1;13;2.73;4;-4;1;11;26.1;-4.54;1.71;3.16;0.05;-8.34;-0.09;-0.27;
9190;46.1199;-0.7176;RCP4.5;H1;13.38;60;3.53;6;25;5;18;816.13;116.37;65.38;0.06;7.19;23.69;6.87;6.97;0.92;1.01;12;2.63;4;-4;1;12;26.59;-3.83;1.85;3.21;0.04;-8.36;-0.02;-0.4;
9191;46.1226;-0.6141;RCP4.5;H1;13.37;60;3.47;6;25;5;19;813.18;116.97;65.31;0.03;7.2;23.04;6.86;7.37;0.92;1.02;12;2.64;3;-4;2;12;25.92;-2.6;1.94;2.44;0.04;-7.87;-0.01;-0.03;
9192;46.1253;-0.5107;RCP4.5;H1;13.35;60;3.47;6;25;5;19;813.9;117.03;65.31;0.03;7.21;23.06;6.86;7.13;0.91;1.02;12;2.64;4;-4;2;12;25.8;-2.6;1.95;2.44;0.04;-7.7;-0.01;-0.17;
9193;46.1279;-0.4073;RCP4.5;H1;13.18;58;3.33;7;24;4;21;847.09;119.93;65.53;0.03;7.25;23.95;7.48;7.2;0.94;1.04;12;2.46;3;-5;2;14;30.47;-3.6;2.19;2.54;0.05;-4.13;0.02;-0.13;
9194;46.1303;-0.3038;RCP4.5;H1;13.32;60;3.67;8;24;5;19;840.39;120.33;65.84;0.03;7.18;24.04;7.51;7.33;0.94;1.03;13;2.74;4;-4;2;13;28.98;-2.44;2.43;2.52;0.04;-2.93;0.01;0.06;
9195;46.1327;-0.2003;RCP4.5;H1;13.18;58;3.57;7;24;5;19;848.6;120.57;65.87;0.03;7.25;24.28;7.49;7.93;0.94;1.03;12;2.64;4;-5;2;13;28.98;-2.76;2.45;2.54;0.05;-2.9;0.02;0.6;
9196;46.135;-0.0968;RCP4.5;H1;13.06;60;3.57;8;25;5;21;875.7;123.03;65.02;0.03;7.55;24.07;6.65;7.63;0.96;1.07;12;2.7;5;-5;3;14;30.76;-2.47;2.19;1.98;0.05;-5;0.09;0.36;
9197;46.1372;0.0066;RCP4.5;H1;12.77;56;3.2;7;28;5;21;893.66;123.97;64.99;0.03;7.68;24.6;6.59;7.9;0.97;1.07;13;2.53;4;-4;2;14;31.49;-2.63;2.14;2.04;0.04;-5.3;0.1;0.6;
9198;46.1392;0.1101;RCP4.5;H1;12.85;58;3.33;7;27;5;21;893.23;126;64.9;0.03;7.73;25.36;6.58;8.2;0.96;1.06;14;2.53;4;-5;2;14;35.18;-0.3;2.05;3.02;0.04;-3.53;0.07;0.83;
9199;46.1412;0.2136;RCP4.5;H1;12.92;59;3.2;7;28;4;21;822.08;121.6;65.53;0.03;7.13;24.38;6.36;7.27;0.94;1.06;14;2.33;4;-4;1;14;42.2;-0.3;2.4;3.7;0.03;-3.4;0.06;0;
9200;46.1431;0.3171;RCP4.5;H1;12.82;57;3.1;7;28;5;21;827.8;121.83;65.53;0.03;7.18;24.53;6.3;7.33;0.95;1.07;13;2.3;4;-5;3;14;42.55;-0.34;2.38;3.71;0.02;-3.44;0.05;0;
9201;46.1449;0.4207;RCP4.5;H1;12.69;55;3.3;7;30;5;22;831.58;122.3;65.23;0.03;7.18;24.03;6.15;7.33;0.94;1.06;14;2.53;4;-4;2;15;37.68;-0.53;1.92;3;0.02;-1.83;-0.05;0;
9202;46.1466;0.5242;RCP4.5;H1;12.49;55;3.17;6;35;6;22;794.12;122.87;64.21;0.03;6.88;22.2;6.38;6.97;0.94;1.06;13;2.4;4;-5;2;15;33.31;-1.1;1.83;3.03;0.01;0.57;-0.05;-0.43;
9203;46.1483;0.6277;RCP4.5;H1;12.41;54;3.1;5;36;6;22;799.04;123.23;64.23;0.03;6.91;22.51;6.33;7;0.95;1.07;13;2.33;3;-5;3;14;33.76;-1.04;1.79;3.16;0.01;0.63;-0.06;-0.33;
9204;46.1498;0.7313;RCP4.5;H1;12.29;50;3.7;6;34;5;23;797.69;121;65.85;0.03;6.78;22.81;6.02;7.27;0.96;1.08;13;2.8;3;-4;2;13;34.07;0.43;1.69;2.25;0;0.46;-0.04;-0.06;
9205;46.1512;0.8348;RCP4.5;H1;12.77;57;4.33;6;30;6;22;933.32;133.97;60.98;0.03;8.1;23.53;6.45;7.33;0.96;1.1;15;3.2;3;-3;2;13;31.42;-2.03;1.69;2.14;0;1.96;-0.04;0;
9206;46.1525;0.9383;RCP4.5;H1;12.62;55;3.97;6;31;6;22;942.09;134.5;60.88;0.03;8.18;23.75;6.38;7.43;0.96;1.1;15;3;3;-3;3;13;31.41;-1.57;1.58;2.16;0;1.53;-0.04;0.03;
9207;46.1538;1.0419;RCP4.5;H1;12.62;55;4.03;6;31;6;22;928.63;132.67;60.56;0.06;8.16;23.48;6.38;7.37;0.95;1.1;14;3.13;3;-3;3;13;18.69;-3.86;1.33;1.96;-0.02;2.76;-0.03;0.07;
9208;46.1549;1.1454;RCP4.5;H1;12.48;53;3.97;6;32;6;22;936.44;132.63;60.53;0.06;8.23;23.66;6.31;7.33;0.95;1.11;14;3.14;3;-4;3;13;19.13;-3.74;1.32;1.97;-0.01;2.33;-0.04;0.03;
9209;46.1559;1.249;RCP4.5;H1;12.23;48;3.43;6;34;5;22;942.44;134.73;60.43;0.06;8.24;23.47;6.17;7.17;0.96;1.1;13;2.8;3;-4;1;13;12.18;-2.37;1.14;1.31;-0.02;2.26;-0.05;-0.23;
9210;46.1569;1.3526;RCP4.5;H1;12.03;44;3.07;7;35;5;21;950.86;134.63;60.64;0.06;8.33;23.92;6.04;7.07;0.95;1.09;12;2.44;4;-4;1;12;5.19;-3.4;1.37;1.55;-0.02;2.3;-0.07;-0.23;
9211;46.1577;1.4561;RCP4.5;H1;11.86;40;2.77;7;34;5;21;964.71;135.83;60.59;0.06;8.43;24.25;5.92;7.13;0.95;1.08;11;2.3;4;-5;1;13;5.25;-3.34;1.34;1.58;-0.02;2.03;-0.08;-0.17;
9212;46.1585;1.5597;RCP4.5;H1;11.92;41;2.63;7;34;6;22;920.31;136.77;60.83;0.06;7.84;23.49;6.13;6.4;0.93;1.07;11;2;3;-4;2;13;-1.21;-3.56;1.54;1.04;-0.02;2.23;-0.13;-0.93;
9213;46.1592;1.6633;RCP4.5;H1;11.84;39;1.8;8;34;6;22;930.38;136.87;61.08;0.06;7.79;23.77;6.05;5.93;0.93;1.04;10;1.27;4;-4;2;13;3.1;-4.06;1.8;1.29;-0.04;2.77;-0.18;-1.37;
9214;46.1597;1.7669;RCP4.5;H1;11.72;39;1.57;7;35;6;23;1083.99;145.5;59.26;0.06;9.2;27.04;6.03;6.1;0.94;1.06;10;1.14;4;-4;2;14;-0.39;-4.13;1.96;2.09;-0.04;4;-0.16;-1.17;
9215;46.1602;1.8704;RCP4.5;H1;11.29;39;1.4;4;43;6;23;939.25;136.87;61.12;0.03;7.73;24.61;5.72;5.47;0.94;1.05;10;1.07;2;-6;2;13;7.49;-4;1.71;1.51;-0.04;3;-0.31;-1.73;
9216;46.1606;1.974;RCP4.5;H1;11.66;48;2.1;5;43;7;23;944.94;141.53;59.22;0.03;7.85;23.64;5.96;5.77;0.98;1.07;12;1.63;3;-7;3;13;7.78;-3.8;1.7;1.17;-0.05;3.3;-0.26;-1.56;
9217;46.1609;2.0776;RCP4.5;H1;11.26;39;1.8;5;44;6;23;975.12;142.87;59.35;0.03;8.01;24.36;5.95;6.1;0.97;1.07;10;1.4;3;-7;2;13;7.63;-4.46;1.69;1.11;-0.05;3.76;-0.29;-1.2;
9218;46.1611;2.1812;RCP4.5;H1;11.53;45;2.33;4;44;6;23;924.5;137.23;60.62;0.03;7.57;23.67;5.78;5.9;0.96;1.07;12;1.73;2;-6;2;14;10.57;-3.77;1.28;0.99;-0.05;3.7;-0.27;-1.43;
9219;46.1612;2.2848;RCP4.5;H1;11.67;49;2.6;4;44;7;23;913.44;136.67;60.61;0.03;7.48;23.4;5.8;5.93;0.96;1.07;13;1.93;3;-6;3;14;10.71;-3.73;1.31;0.96;-0.05;3.8;-0.28;-1.44;
9220;46.1612;2.3883;RCP4.5;H1;11.52;44;1.97;5;43;7;22;935.79;138.13;60.71;0.03;7.7;24.35;5.76;5.53;0.95;1.06;11;1.47;3;-6;3;12;21.13;-2.67;1.35;2.12;-0.05;4.27;-0.29;-1.9;
9221;46.1611;2.4919;RCP4.5;H1;11.16;39;2.07;5;48;6;22;937.7;139.1;61.14;0.03;7.76;23.49;5.46;5.67;0.95;1.04;10;1.44;3;-6;3;13;30.6;-2.3;1.64;1.73;-0.05;4.13;-0.24;-1.66;
9222;46.1609;2.5955;RCP4.5;H1;11.23;39;2.13;6;46;7;23;882.34;130.6;63.8;0.03;7.22;23.74;4.92;5.7;0.95;1.05;10;1.53;4;-7;3;14;29.36;-2.73;1.88;1.35;-0.04;3.43;-0.2;-1.6;
9223;46.1606;2.6991;RCP4.5;H1;11.09;45;2.1;3;51;7;23;925.31;143.1;59.88;0.03;7.43;23.36;6.3;5.57;0.92;1.05;11;1.47;3;-9;3;15;50.55;-2.47;2.47;2.35;-0.06;3.8;-0.3;-1.76;
9224;46.1602;2.8027;RCP4.5;H1;10.75;40;1.67;3;52;7;24;941.03;141.77;59.86;0.03;7.64;23.69;6.26;6;0.95;1.07;10;1.2;3;-10;3;16;44.48;-3.56;2.34;2.29;-0.06;3.06;-0.27;-1.33;
9225;46.1597;2.9062;RCP4.5;H1;10.86;42;1.77;3;51;7;23;933.25;141.43;59.79;0.03;7.58;23.44;6.27;6.03;0.94;1.07;11;1.24;3;-10;3;14;44.09;-4.1;2.37;2.22;-0.06;3.27;-0.26;-1.37;
9226;46.1592;3.0098;RCP4.5;H1;10.97;40;2.17;5;51;8;22;882.7;130;64.47;0.03;7.1;26.04;5.34;6.33;0.95;1.07;11;1.6;4;-9;4;14;42.64;-3.8;2.42;3.01;-0.05;4.5;-0.21;-1;
9227;46.1585;3.1134;RCP4.5;H1;11.73;56;2.73;5;48;6;23;815.16;128.53;63.3;0.03;6.76;22.29;5.3;5.9;1;1.11;14;1.6;3;-10;1;14;41.28;-3.84;2.08;2.34;-0.03;4.5;-0.15;-1.43;
9228;46.1578;3.2169;RCP4.5;H1;11.67;57;2.37;5;53;6;24;812.66;127.7;63.42;0.03;6.56;22.83;4.71;5.93;1.02;1.12;13;1.4;3;-13;1;15;43.75;-2.87;2.06;2.75;-0.03;4.2;-0.1;-1.4;
9229;46.1569;3.3205;RCP4.5;H1;11.66;58;2.4;5;55;6;23;829.33;130.13;63.49;0.03;6.75;23.59;4.74;6.47;0.99;1.1;14;1.2;3;-10;2;14;59.43;-0.1;1.97;3.25;-0.03;3.53;-0.09;-0.9;
9230;46.156;3.4241;RCP4.5;H1;11.82;61;2.8;5;54;6;24;818.69;129.5;63.53;0.03;6.68;23.32;4.84;6.17;0.98;1.11;14;1.5;3;-10;2;15;58.19;-0.33;2.03;3.26;-0.03;3.83;-0.08;-1.13;
9231;46.1549;3.5276;RCP4.5;H1;11.53;55;2.23;5;54;7;25;998.32;143.8;60.34;0.03;8.06;24.66;4.44;6.83;0.96;1.08;14;1.16;3;-11;3;14;79.73;0.77;1.95;2.86;-0.03;3.8;-0.08;-0.5;
9232;46.1538;3.6312;RCP4.5;H1;11.45;53;2.37;6;54;7;25;1013.46;143.87;60.94;0.03;7.96;25.69;4.32;6.33;0.97;1.07;13;1.37;3;-11;1;14;85.91;-0.8;2.55;3.57;-0.04;3.63;-0.12;-1;
9233;46.1525;3.7347;RCP4.5;H1;11.07;48;1.77;5;58;7;25;1199.23;155.03;59.3;0.03;9.55;29.77;4.13;6.4;0.96;1.07;12;1.04;3;-11;1;14;97.87;-0.3;2.49;4.67;-0.03;2.9;-0.13;-0.8;
9234;46.1512;3.8383;RCP4.5;H1;11.07;42;1.73;7;53;7;24;894.92;133.3;64.5;0.03;7.03;26.39;4.51;6.47;0.99;1.08;11;1.06;4;-12;2;13;79.11;-1.67;3.01;4.61;-0.03;3.33;-0.15;-0.86;
9235;46.1498;3.9418;RCP4.5;H1;11.95;62;2.83;7;52;6;25;822.45;129.27;63.74;0.03;6.46;24.27;4.83;7.43;0.98;1.08;14;1.53;4;-11;2;15;67.02;-2.23;2.26;3.67;-0.04;4.3;-0.02;0.1;
9236;46.1483;4.0454;RCP4.5;H1;12.05;65;3.13;7;52;6;25;816.1;128.87;63.77;0.03;6.43;24.07;4.86;7.33;0.98;1.08;14;1.73;4;-11;2;14;67.04;-2.16;2.2;3.65;-0.03;4.3;-0.03;-0.04;
9237;46.1467;4.1489;RCP4.5;H1;11.95;63;2.87;7;53;6;25;854.89;133.83;63.91;0.03;6.74;24.76;4.85;7.17;0.94;1.09;14;1.57;4;-9;3;14;98.6;2.4;2.36;3.81;-0.05;2.83;-0.04;-0.13;
9238;46.145;4.2524;RCP4.5;H1;11.8;58;2.6;8;50;7;26;898.94;131.43;64.72;0.03;7.03;26.62;5.71;6.8;0.94;1.09;13;1.4;5;-7;3;15;98.19;0.63;2.46;4.04;-0.06;4;-0.09;-0.47;
9239;46.1432;4.3559;RCP4.5;H1;10.82;39;1.57;7;55;7;27;969.5;133.67;64.75;0.03;7.38;29.62;6.25;6.6;1.01;1.12;10;1.07;4;-10;1;15;104.37;-0.03;2.79;5.28;-0.06;5.7;-0.12;-0.7;
9240;46.1413;4.4594;RCP4.5;H1;10.7;34;0.93;10;54;7;26;1161.1;144.8;61.7;0.03;9.68;30.32;6.36;6.6;1.04;1.13;9;0.56;5;-11;1;16;98.31;-2.2;3.04;5.19;-0.04;1.5;-0.14;-0.7;
9241;46.1393;4.5629;RCP4.5;H1;11.41;46;1.53;10;49;6;25;1106.99;141.43;62.03;0.03;9.36;29;5.69;6.8;1.05;1.14;12;0.96;5;-10;0;15;94.78;-2.1;2.91;4.99;-0.03;3.16;-0.11;-0.63;
9242;46.1372;4.6664;RCP4.5;H1;12.57;65;2.4;17;40;6;26;816.07;116.17;68.48;0.03;6.44;26.45;5.78;7.5;1.05;1.12;15;1.4;8;-8;2;16;53.11;-1.2;2.4;4;-0.02;1.73;0.05;0.17;
9243;46.135;4.7699;RCP4.5;H1;13.04;71;2.53;18;33;4;23;808.34;114.43;68.78;0.03;6.52;26;6.17;8.2;0.97;1.1;14;1.56;8;-8;1;13;51.13;2;0.78;3.07;-0.03;1.73;0.03;0.87;
9244;46.1327;4.8734;RCP4.5;H1;12.27;63;2.13;13;45;5;23;1029.9;134.3;63.48;0.03;8.24;29.56;5.4;8.1;1;1.1;13;1.23;7;-10;1;12;56.47;0.77;0.67;2.87;-0.02;2.2;0;0.77;
9245;46.1304;4.9769;RCP4.5;H1;12.1;61;2.23;11;48;5;25;1053.08;136.63;63.24;0.03;8.45;29.88;5.28;7.8;0.97;1.1;13;1.46;6;-9;1;13;69.68;2.93;0.25;2.56;-0.04;2.17;-0.03;0.57;
9246;46.1279;5.0803;RCP4.5;H1;12.02;60;2.1;10;49;5;26;1047.21;134.2;63.21;0.03;8.46;28.91;5.16;6.97;0.97;1.1;13;1.27;5;-9;1;13;58.39;0.93;0.11;1.72;-0.03;4.13;-0.06;-0.43;
9247;46.1253;5.1838;RCP4.5;H1;11.99;60;2.1;10;50;5;26;1049.18;134.13;63.22;0.03;8.49;28.95;5.15;6.87;0.97;1.1;14;1.27;5;-9;1;13;58.55;0.63;0.09;1.71;-0.04;4;-0.06;-0.4;
9248;46.1227;5.2872;RCP4.5;H1;11.87;59;2.3;9;52;6;27;1045.52;132.97;63.23;0.03;8.53;29.53;5.09;6.97;0.95;1.09;13;1.47;4;-9;1;14;52.41;-0.36;0.12;2.32;-0.04;4.97;-0.1;-0.4;
9249;46.1199;5.3907;RCP4.5;H1;11.19;58;2.4;5;67;6;27;1407.36;146.7;59.48;0.03;12.13;34.78;4.54;6.7;0.98;1.12;13;1.6;3;-13;0;14;64.21;-1.77;0.03;1.98;-0.03;2.37;-0.13;-0.63;
9250;46.1171;5.4941;RCP4.5;H1;10.17;42;1.5;3;77;7;28;1540.57;147.27;60.63;0.03;13.24;39.27;3.9;6.63;1.06;1.17;10;1.07;2;-14;0;16;55.13;-3.03;0.9;2.64;-0.04;2.23;-0.09;-0.77;
9251;46.1142;5.5975;RCP4.5;H1;9.33;31;0.47;2;84;5;28;1647.61;147.27;61.63;0.03;14.23;41.24;3.33;6.6;1.19;1.31;9;0.37;2;-19;0;18;41.83;-4.63;1.47;1.65;-0.02;1;-0.03;-0.77;
9252;46.1111;5.7009;RCP4.5;H1;8.01;17;0.07;1;99;5;28;1787.72;151.13;61.16;0.03;15.47;45.01;4.3;7.07;1.19;1.31;7;0.07;1;-19;0;18;32.55;-5.47;1.69;2.22;-0.03;3.87;-0.08;-0.26;
9253;46.108;5.8043;RCP4.5;H1;10.62;44;1.47;4;62;4;27;1355.39;132.03;65.4;0.03;12.03;36.46;3.43;7.9;1.21;1.34;11;1.1;3;-19;0;17;34.66;-1.3;0.94;0.67;0.01;-0.67;0.01;0.47;
9254;46.1048;5.9076;RCP4.5;H1;10.99;43;1.27;9;54;3;28;1156.83;131.37;63.34;0.03;10.13;30.93;3.96;7.57;1.18;1.26;11;1.07;6;-17;-1;19;29.95;-2.06;0.84;1.47;0.02;-1.2;0.06;0.24;
9255;46.1015;6.011;RCP4.5;H1;11.11;44;1.3;9;51;3;27;1144.24;131.43;63.22;0.03;9.97;30.63;3.93;8.07;1.18;1.25;12;1.1;6;-17;-1;19;28.22;-2;0.77;1.49;0.02;-1.5;0.05;0.74;
9256;46.098;6.1144;RCP4.5;H1;9.76;30;0.47;4;70;3;27;1234.93;136.07;63.16;0.06;10.56;32.58;3.32;7.57;1.23;1.31;9;0.37;3;-19;-1;18;19;-3.6;1.22;1.2;0.01;0.23;0.01;0.2;
9257;46.0945;6.2177;RCP4.5;H1;9.61;29;0.43;4;70;5;26;1272.76;137.27;62.92;0.03;11.08;33.25;3.17;6.5;1.19;1.27;9;0.4;3;-21;1;15;51.38;-2.03;0.91;2.39;-0.02;1.6;-0.11;-0.9;
9258;46.0909;6.321;RCP4.5;H1;11.33;46;1.3;9;48;3;24;1146.25;132.6;63.15;0.03;9.96;30.11;3.68;6.57;1.17;1.25;12;1.07;6;-17;1;15;51.79;-1.3;0.71;2.29;-0.02;1.83;-0.15;-0.86;
9259;46.0872;6.4243;RCP4.5;H1;10.27;47;0.97;2;71;4;31;1576.3;148.63;60.16;0.03;13.84;38.24;2.4;7.33;1.19;1.32;11;0.7;2;-19;1;21;45.59;-2.67;1.09;2.13;-0.01;0.06;0;0.03;
9260;46.0835;6.5276;RCP4.5;H1;10.97;58;2.17;3;63;3;31;1515.81;146.1;60.26;0.03;13.39;36.58;2.79;6.63;1.2;1.35;13;1.44;3;-16;0;21;49.76;-2.6;0.76;1.87;-0.01;-0.16;-0.02;-0.6;
9261;46.0796;6.6309;RCP4.5;H1;9.38;35;0.3;1;83;3;28;1674.77;149.6;59.59;0.03;14.83;40.34;2.28;7.37;1.22;1.33;9;0.27;1;-21;-2;16;57.94;-2.07;0.26;2.81;0;0.16;-0.03;0.07;
9262;46.0756;6.7342;RCP4.5;H1;8.1;22;0;1;102;4;27;1779.12;151.33;60.25;0.03;15.21;44.44;2.6;7.33;1.14;1.31;10;0;1;-15;0;18;41.85;-0.87;1.04;3.24;-0.01;0.3;0.01;0.03;
9263;46.0715;6.8374;RCP4.5;H1;4.86;0;0;0;137;5;24;2112.23;156.37;59.94;0.06;18.18;51.73;5.29;7.23;1.14;1.21;0;0;0;-16;-1;18;13.04;-2.76;1.19;2.82;-0.03;4.3;0.05;-0.07;
