#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
12124;47.5042;7.065;REF;REF;9.75;32;0.5;2;69;4;11;1085.11;151.5;57.03;0.1;9.23;24.55;5.58;7.27;
12125;47.4999;7.171;REF;REF;9.49;28;0.13;2;73;5;12;955.32;145.77;58.37;0.1;8.08;22.53;5.28;7.4;
12126;47.4954;7.2769;REF;REF;9.46;28;0.13;1;73;6;13;1031;148.27;57.44;0.07;8.65;23.69;4.97;7.37;
12127;47.4908;7.3829;REF;REF;9.43;27;0.13;2;73;5;12;962.1;145.53;58.51;0.07;8.07;22.62;5.27;7.3;
12128;47.4862;7.4888;REF;REF;9.4;26;0.07;2;73;5;12;966.15;145.93;58.49;0.07;8.06;23.01;5.21;7.33;
12171;47.5433;-3.1409;REF;REF;12.33;16;0.1;1;9;2;2;797.14;125.23;61.82;0.07;6.92;20.38;10.43;7.33;
12172;47.5483;-3.0348;REF;REF;12.22;29;0.2;1;20;4;4;803.1;121.2;63.09;0.1;7.07;21.03;7.54;7.33;
12173;47.5531;-2.9288;REF;REF;12.21;29;0.17;1;20;4;4;808.78;121.37;63.2;0.1;7.13;21.25;7.49;7.33;
12174;47.5579;-2.8227;REF;REF;12.33;24;0.13;1;15;4;3;834.15;122.67;63.74;0.07;7.23;22.48;8.43;7.33;
12175;47.5626;-2.7167;REF;REF;12.28;23;0.13;1;15;4;3;836.45;122.77;63.74;0.07;7.25;22.54;8.42;7.37;
12176;47.5671;-2.6106;REF;REF;12.11;27;0.33;1;20;4;5;814.44;121.4;63.26;0.1;7.11;21.53;7.5;7.43;
12177;47.5716;-2.5044;REF;REF;12.02;27;0.33;1;20;4;5;819.35;121.6;63.24;0.1;7.15;21.65;7.49;7.33;
12178;47.576;-2.3983;REF;REF;11.78;24;0.23;1;22;3;5;831.65;122.17;63.24;0.1;7.21;21.88;7.47;7.33;
12179;47.5803;-2.2922;REF;REF;11.82;29;0.3;0;25;3;5;866.75;124.27;63.76;0.07;7.49;23.33;7.34;7.4;
12180;47.5845;-2.186;REF;REF;11.91;30;0.33;1;25;3;5;861.68;124.17;63.78;0.07;7.46;23.2;7.36;7.33;
12181;47.5886;-2.0798;REF;REF;12.08;37;0.63;2;26;3;5;766.57;122.87;61.92;0.07;6.67;19.64;7.53;7.3;
12182;47.5926;-1.9736;REF;REF;11.96;36;0.6;1;27;3;5;772.71;123.2;61.89;0.07;6.72;19.79;7.51;7.33;
12183;47.5965;-1.8674;REF;REF;11.96;36;0.6;1;27;3;5;775.03;123.4;61.95;0.07;6.71;20.22;7.5;7.37;
12184;47.6003;-1.7612;REF;REF;11.89;35;0.5;1;27;3;5;780.66;123.43;62.01;0.03;6.79;20.32;7.47;7.3;
12185;47.604;-1.6549;REF;REF;11.9;35;0.5;1;27;3;5;780.28;123.47;61.95;0.07;6.78;20.31;7.47;7.3;
12186;47.6076;-1.5486;REF;REF;12;36;0.53;1;27;3;5;773.98;124.03;61.9;0.07;6.75;20.04;7.47;7.37;
12187;47.6111;-1.4424;REF;REF;11.77;37;0.73;1;30;3;6;745.88;118.47;65.39;0.07;6.43;20.97;6.92;7.3;
12188;47.6145;-1.3361;REF;REF;11.7;36;0.73;1;30;3;6;748.77;118.73;65.37;0.07;6.46;21.05;6.9;7.37;
12189;47.6178;-1.2298;REF;REF;11.62;35;0.67;1;31;3;7;749.84;118.9;65.21;0.1;6.47;20.78;6.88;7.3;
12190;47.621;-1.1235;REF;REF;11.52;34;0.6;0;32;3;6;756.28;119.07;65.34;0.07;6.53;21.38;6.86;7.33;
12191;47.6241;-1.0171;REF;REF;11.72;36;0.6;1;30;4;6;683.67;116.73;64.02;0.07;5.97;18.73;6.38;7.27;
12192;47.6271;-0.9108;REF;REF;11.86;37;0.47;1;29;3;6;677.91;116.23;64.06;0.1;5.84;18.3;6.41;7.33;
12193;47.6301;-0.8044;REF;REF;12.04;39;0.4;2;27;3;5;662.48;116.87;63.7;0.07;5.8;17.73;6.32;7.37;
12194;47.6329;-0.6981;REF;REF;12.09;39;0.47;3;27;3;5;660.34;116.73;63.65;0.07;5.79;17.52;6.32;7.3;
12195;47.6356;-0.5917;REF;REF;12.02;39;0.53;2;27;3;5;662.45;117.1;63.59;0.07;5.86;17.53;6.31;7.3;
12196;47.6383;-0.4853;REF;REF;12.18;40;0.57;3;26;3;6;655.71;116.7;63.6;0.07;5.79;17.36;6.36;7.4;
12197;47.6408;-0.3789;REF;REF;12.11;39;0.57;3;26;3;6;656.78;117;63.47;0.07;5.78;17.48;6.35;7.3;
12198;47.6432;-0.2725;REF;REF;12.03;38;0.53;2;27;3;5;661.73;117.1;63.47;0.1;5.8;17.8;6.33;7.4;
12199;47.6456;-0.1661;REF;REF;12.1;43;0.7;3;29;4;6;637.49;115.3;63.43;0.1;5.57;17.07;6.29;7.3;
12200;47.6478;-0.0597;REF;REF;11.83;41;0.67;3;32;3;5;678.79;114.63;64.58;0.1;5.93;18.82;6.67;7.3;
12201;47.65;0.0468;REF;REF;11.77;40;0.7;3;32;3;6;681.03;114.53;64.51;0.1;6.06;18.83;6.64;7.3;
12202;47.652;0.1532;REF;REF;11.88;41;0.77;3;32;3;6;676.02;114.23;64.58;0.1;6.01;18.7;6.69;7.23;
12203;47.654;0.2597;REF;REF;11.83;41;0.73;3;32;3;7;680.85;114.6;64.69;0.07;6.02;18.54;6.66;7.23;
12204;47.6558;0.3661;REF;REF;11.74;40;0.7;3;33;3;6;684.6;114.7;64.67;0.07;6.05;18.64;6.63;7.33;
12205;47.6576;0.4726;REF;REF;11.66;39;0.6;3;33;2;6;687.69;114.57;64.59;0.07;6.11;18.73;6.59;7.33;
12206;47.6592;0.5791;REF;REF;11.46;37;0.63;2;35;4;5;679.03;115.8;63.85;0.1;5.98;18.02;6.73;7.33;
12207;47.6608;0.6856;REF;REF;11.3;38;0.7;2;37;4;7;678.67;114.53;63.94;0.1;6.04;17.73;7.69;7.33;
12208;47.6623;0.792;REF;REF;11.1;36;0.6;2;39;3;7;686.91;114.8;63.91;0.07;6.12;18.2;7.55;7.33;
12209;47.6636;0.8985;REF;REF;11.08;37;0.73;2;40;3;6;669.28;114.13;64.46;0.03;5.79;17.97;8;7.3;
12210;47.6649;1.005;REF;REF;11.17;38;0.83;2;40;3;7;624.58;114.1;63.37;0.07;5.39;16.1;8.32;7.37;
12211;47.6661;1.1115;REF;REF;11.16;38;0.83;2;40;3;7;628.51;113.93;63.55;0.07;5.38;15.97;8.31;7.33;
12212;47.6671;1.218;REF;REF;11.22;38;0.83;2;40;3;7;627.07;114;63.56;0.07;5.35;15.85;8.38;7.33;
12213;47.6681;1.3245;REF;REF;11.27;39;0.83;2;40;3;7;625.48;113.87;63.56;0.07;5.33;15.8;8.41;7.33;
12214;47.669;1.4311;REF;REF;11.35;40;0.87;2;40;3;7;619.02;113.77;63.36;0.03;5.27;15.66;8.45;7.4;
12215;47.6698;1.5376;REF;REF;11.54;43;0.97;2;40;3;7;652.84;113.37;64.3;0.07;5.78;16.86;7.8;7.27;
12216;47.6704;1.6441;REF;REF;11.23;43;0.9;2;50;4;7;680.17;119.7;62.33;0.1;6;16.91;6.51;7.37;
12217;47.671;1.7506;REF;REF;11.3;45;1.17;1;49;4;8;722.04;122.57;61.29;0.07;6.32;17.89;6.69;7.33;
12218;47.6715;1.8571;REF;REF;11.26;44;1.1;1;49;4;8;723.79;122.53;61.23;0.07;6.34;17.92;6.66;7.33;
12219;47.6719;1.9637;REF;REF;11.2;43;1.1;1;50;4;8;726.99;122.63;61.27;0.1;6.41;18.23;6.6;7.23;
12220;47.6722;2.0702;REF;REF;11.02;40;0.83;2;51;5;7;690.73;119.33;62.7;0.14;6.12;17.91;6.36;7.37;
12221;47.6724;2.1767;REF;REF;11.07;41;0.97;1;51;5;8;734.58;123.1;61.39;0.14;6.49;18.26;6.48;7.33;
12222;47.6725;2.2833;REF;REF;11.02;41;0.93;1;52;5;8;737.92;123.73;61.46;0.1;6.47;18.5;6.45;7.3;
12223;47.6725;2.3898;REF;REF;10.98;38;0.8;1;48;4;8;683.44;120.27;62.26;0.07;5.9;17.8;7.17;7.3;
12224;47.6724;2.4963;REF;REF;10.97;40;0.9;1;52;4;9;737.59;123.37;61.35;0.1;6.42;18.63;6.42;7.33;
12225;47.6722;2.6028;REF;REF;11.06;42;1.1;2;49;5;8;699.68;121.57;62.37;0.07;6.01;18.17;5.93;7.4;
12226;47.6719;2.7094;REF;REF;10.95;40;1.03;2;50;5;9;704.11;121.97;62.41;0.07;6.04;18.3;5.85;7.33;
12227;47.6715;2.8159;REF;REF;10.9;39;1;2;51;5;9;706.92;122.1;62.39;0.07;6.11;18.38;5.79;7.3;
12228;47.671;2.9224;REF;REF;10.9;39;0.93;2;50;5;9;777.22;130.47;59.17;0.1;6.83;18.64;5.56;7.43;
12229;47.6705;3.0289;REF;REF;10.77;38;0.87;2;51;5;9;784.07;130.77;59.16;0.1;6.88;18.8;5.45;7.33;
12230;47.6698;3.1355;REF;REF;10.53;35;0.87;2;53;5;9;796.35;130.43;59.24;0.07;6.93;19.25;5.26;7.3;
12231;47.669;3.242;REF;REF;10.47;35;0.7;2;54;4;9;793.86;130.5;58.93;0.07;7;18.65;5.19;7.3;
12232;47.6681;3.3485;REF;REF;10.44;34;0.7;2;55;4;9;795.02;130.33;58.91;0.1;7.02;18.68;5.17;7.37;
12233;47.6671;3.455;REF;REF;10.22;32;0.73;2;57;4;10;811.46;130.27;59.22;0.07;7.18;19.55;4.99;7.37;
12234;47.6661;3.5615;REF;REF;10.8;42;1.33;2;54;5;9;797.42;136;57.63;0.07;6.98;18.35;5.39;7.33;
12235;47.6649;3.668;REF;REF;11.26;50;1.6;2;51;4;10;771.9;135.57;57.58;0.1;6.69;17.41;5.84;7.3;
12236;47.6636;3.7745;REF;REF;11.04;46;1.43;2;52;4;10;782.19;135.83;57.7;0.1;6.78;17.53;5.62;7.33;
12237;47.6623;3.881;REF;REF;10.77;42;1.37;2;54;5;10;796.75;135.83;57.67;0.1;6.91;17.86;5.35;7.37;
12238;47.6608;3.9875;REF;REF;10.73;42;1.4;2;55;5;10;797.59;136.27;57.52;0.1;7.08;18.07;5.35;7.3;
12239;47.6592;4.094;REF;REF;10.45;38;1.3;2;58;5;11;812.66;136.1;57.52;0.07;7.13;18.5;5.14;7.3;
12240;47.6576;4.2004;REF;REF;10.54;39;1.3;2;57;4;11;808.01;136.17;57.5;0.07;7.07;18.41;5.21;7.3;
12241;47.6558;4.3069;REF;REF;10.34;39;1.13;1;63;5;10;863.82;135.03;58.77;0.07;7.6;20.61;6.15;7.3;
12242;47.654;4.4134;REF;REF;10.07;34;0.83;2;65;4;10;883.79;136.9;58.73;0.1;7.65;20.97;5.89;7.33;
12243;47.652;4.5198;REF;REF;9.95;32;0.73;2;65;5;10;894.42;137.8;58.59;0.1;7.72;21.22;5.75;7.33;
12244;47.65;4.6263;REF;REF;10;35;0.63;1;67;4;11;914.44;141.77;57.46;0.1;7.94;20.89;5.93;7.3;
12245;47.6478;4.7327;REF;REF;9.92;33;0.6;1;67;4;11;920.64;142.3;57.47;0.1;7.99;21.03;5.89;7.37;
12246;47.6456;4.8391;REF;REF;9.69;28;0.47;2;66;4;10;938.08;143.4;57.34;0.1;8.12;21.35;5.78;7.37;
12247;47.6433;4.9455;REF;REF;9.7;29;0.43;2;66;4;10;940.74;143.27;57.5;0.1;8.1;21.66;5.81;7.33;
12248;47.6408;5.0519;REF;REF;9.93;33;0.57;1;66;5;10;920.33;142.4;57.44;0.1;7.96;21.11;5.94;7.33;
12249;47.6383;5.1583;REF;REF;9.8;31;0.43;1;67;5;10;933.42;143.37;57.33;0.1;8.13;21.32;5.84;7.33;
12250;47.6357;5.2647;REF;REF;9.82;34;0.5;1;71;5;10;939.39;141.3;57.83;0.1;8.19;21.82;6.38;7.3;
12251;47.6329;5.3711;REF;REF;10.27;38;0.77;2;65;4;10;956.9;142.73;58.21;0.1;8.16;22.33;5.78;7.4;
12252;47.6301;5.4775;REF;REF;10.29;38;0.77;2;64;4;10;952.9;142.7;58.11;0.1;8.28;22.11;5.79;7.37;
12253;47.6272;5.5838;REF;REF;10.33;39;0.77;2;64;4;10;947.64;142.93;58;0.1;8.3;22.16;5.82;7.33;
12254;47.6242;5.6902;REF;REF;10.56;41;0.77;2;61;5;10;934.52;142.93;57.96;0.1;8.2;21.85;6.01;7.37;
12255;47.6211;5.7965;REF;REF;10.66;42;0.8;2;59;5;10;927.48;143;57.86;0.1;7.91;21.69;6.06;7.27;
12256;47.6178;5.9028;REF;REF;10.68;42;0.8;2;59;5;10;926.42;143.1;57.83;0.1;7.89;21.66;6.09;7.47;
12257;47.6145;6.0091;REF;REF;10.83;45;0.8;3;57;5;10;939.56;139.77;59.11;0.1;8.12;22.31;7.3;7.33;
12258;47.6111;6.1154;REF;REF;10.39;40;0.63;2;64;6;11;961.03;139.47;59.29;0.1;8.28;23.1;7.29;7.27;
12259;47.6076;6.2217;REF;REF;10.37;40;0.6;2;64;6;11;962.02;139.47;59.31;0.1;8.28;23.13;7.28;7.3;
12260;47.604;6.328;REF;REF;10.15;34;0.5;3;65;5;11;982.14;142.2;59.19;0.1;8.39;23.43;7.05;7.33;
12261;47.6003;6.4342;REF;REF;10.01;44;0.7;1;79;7;11;1164.67;156.73;54.74;0.1;9.84;24.63;6.19;7.33;
12262;47.5965;6.5404;REF;REF;9.89;41;0.57;1;79;7;11;1177.17;157.67;54.65;0.1;9.87;24.9;6.08;7.33;
12263;47.5926;6.6467;REF;REF;9.57;33;0.33;2;78;6;11;1221.49;161.6;54.34;0.14;10.23;25.98;5.7;7.37;
12264;47.5886;6.7529;REF;REF;9.66;35;0.47;1;77;7;10;1210.66;160.47;54.46;0.1;10.09;25.94;5.82;7.3;
12265;47.5845;6.859;REF;REF;9.98;38;0.6;1;68;5;12;1058.68;149.2;57.27;0.14;8.95;24.04;5.59;7.37;
12266;47.5803;6.9652;REF;REF;10.03;39;0.63;1;69;5;11;1054.77;149.43;57.25;0.1;9.04;23.91;5.68;7.4;
12267;47.5761;7.0714;REF;REF;9.75;33;0.2;1;72;6;11;930.43;144.13;58.47;0.1;7.79;22.14;5.52;7.33;
12268;47.5717;7.1775;REF;REF;9.72;32;0.2;1;72;5;12;931.34;144.23;58.44;0.1;7.85;22.01;5.49;7.33;
12269;47.5672;7.2836;REF;REF;9.72;33;0.2;1;72;6;12;933.74;144.43;58.59;0.07;7.82;22.05;5.52;7.33;
12270;47.5626;7.3897;REF;REF;9.59;30;0.17;2;72;5;12;947.63;145.23;58.48;0.07;7.98;22.28;5.4;7.33;
12271;47.558;7.4958;REF;REF;9.92;37;0.33;1;71;5;12;916.74;142.17;58.62;0.1;7.78;21.26;5.64;7.37;
12272;47.5532;7.6019;REF;REF;10.22;41;0.43;1;68;5;12;901.31;139.9;58.9;0.07;7.6;21.16;5.88;7.33;
12311;47.5996;-3.4667;REF;REF;12.33;16;0.1;1;9;3;2;795.29;125.33;61.91;0.1;6.92;20.38;10.41;7.3;
12312;47.6049;-3.3605;REF;REF;12.34;16;0.1;1;9;3;2;794.54;125.33;61.91;0.1;6.92;20.36;10.41;7.37;
12314;47.6151;-3.1483;REF;REF;12.25;16;0.1;1;9;2;2;801.03;125.4;61.8;0.07;6.96;20.48;10.39;7.33;
12315;47.6201;-3.0421;REF;REF;12.08;28;0.2;1;21;4;4;810.55;121.53;63.06;0.1;7.13;21.22;7.51;7.33;
12316;47.6249;-2.9359;REF;REF;12.09;27;0.17;1;21;4;4;814.72;121.53;63.17;0.1;7.18;21.42;7.47;7.27;
12317;47.6297;-2.8297;REF;REF;12.05;27;0.13;1;21;4;4;813.55;121.63;63.16;0.07;7.14;21.35;7.47;7.3;
12318;47.6344;-2.7235;REF;REF;12.15;28;0.13;1;20;4;4;808.65;121.53;63.24;0.07;7.1;21.24;7.48;7.33;
12319;47.639;-2.6173;REF;REF;11.92;26;0.33;1;21;4;5;824.17;121.77;63.24;0.1;7.17;21.77;7.47;7.33;
12320;47.6434;-2.511;REF;REF;11.52;22;0.17;0;22;3;5;951.31;131.07;62.45;0.1;8;25.87;7.43;7.3;
12321;47.6478;-2.4047;REF;REF;11.53;26;0.23;0;27;4;5;885.58;125.33;63.62;0.1;7.6;24.3;7.25;7.33;
12322;47.6521;-2.2984;REF;REF;11.61;27;0.23;0;26;3;5;879.12;125.07;63.65;0.07;7.66;23.7;7.27;7.33;
12323;47.6563;-2.1921;REF;REF;11.72;27;0.23;0;25;3;5;873.43;124.77;63.67;0.07;7.61;23.55;7.3;7.3;
12324;47.6604;-2.0858;REF;REF;11.95;30;0.37;0;25;4;5;862.06;124.6;63.78;0.1;7.45;23.24;7.37;7.33;
12325;47.6644;-1.9794;REF;REF;12;36;0.6;1;27;3;5;771.58;123.63;61.95;0.1;6.71;19.82;7.47;7.33;
12326;47.6683;-1.8731;REF;REF;12.03;37;0.6;1;26;3;5;770.39;123.57;61.93;0.1;6.7;19.79;7.47;7.3;
12327;47.6721;-1.7667;REF;REF;12.01;36;0.47;1;27;3;5;774.07;123.6;61.89;0.07;6.75;20.05;7.49;7.33;
12328;47.6758;-1.6603;REF;REF;11.93;36;0.47;1;27;3;5;778.07;123.63;61.88;0.07;6.78;20.15;7.47;7.33;
12329;47.6794;-1.5539;REF;REF;11.76;36;0.77;1;30;3;5;748.69;118.17;65.43;0.07;6.38;20.98;6.92;7.3;
12330;47.6829;-1.4475;REF;REF;11.65;36;0.67;0;31;4;6;752.05;118.67;65.3;0.07;6.51;21.27;6.88;7.33;
12331;47.6864;-1.3411;REF;REF;11.54;35;0.7;0;31;3;6;756.01;119.17;65.41;0.07;6.53;21.26;6.87;7.37;
12332;47.6897;-1.2346;REF;REF;11.49;34;0.67;0;32;3;6;755.77;119.23;65.2;0.1;6.55;20.95;6.85;7.37;
12333;47.6929;-1.1281;REF;REF;11.69;36;0.6;1;31;4;6;684.7;116.5;63.99;0.07;5.98;18.75;6.38;7.33;
12334;47.696;-1.0217;REF;REF;11.72;36;0.6;1;30;4;6;683.73;116.73;64.01;0.07;5.97;18.73;6.38;7.27;
12335;47.699;-0.9152;REF;REF;11.82;37;0.5;1;30;3;6;679.84;116.37;64.03;0.1;5.86;18.35;6.39;7.3;
12336;47.702;-0.8087;REF;REF;12.01;39;0.43;2;27;4;6;663.46;117.13;63.79;0.07;5.73;17.65;6.3;7.4;
12337;47.7048;-0.7022;REF;REF;11.97;38;0.4;2;28;4;6;665.85;117.27;63.74;0.07;5.74;17.69;6.29;7.23;
12338;47.7075;-0.5957;REF;REF;11.91;38;0.43;2;29;3;6;668.22;117.67;63.75;0.07;5.81;17.55;6.28;7.3;
12339;47.7102;-0.4891;REF;REF;12.06;39;0.5;2;27;4;5;662.48;117.33;63.8;0.07;5.75;17.39;6.31;7.33;
12340;47.7127;-0.3826;REF;REF;12.1;39;0.6;2;27;3;6;658.1;116.57;63.63;0.07;5.74;17.31;6.34;7.33;
12341;47.7151;-0.276;REF;REF;11.84;40;0.73;3;34;4;5;677.07;120.33;62.15;0.07;6.05;17.22;6.26;7.3;
12342;47.7175;-0.1695;REF;REF;11.77;39;0.73;3;34;3;5;680.6;120.47;62.1;0.07;6.08;17.27;6.24;7.37;
12343;47.7197;-0.0629;REF;REF;11.74;39;0.7;3;35;3;6;682.61;120.43;62.1;0.1;6.15;17.55;6.22;7.43;
12344;47.7219;0.0437;REF;REF;11.7;39;0.67;3;36;3;6;682.96;120.43;62.06;0.1;6.02;17.45;6.21;7.43;
12345;47.7239;0.1503;REF;REF;11.7;39;0.67;3;36;2;5;682.55;120.73;62.03;0.1;6.07;17.19;6.2;7.37;
12346;47.7259;0.2569;REF;REF;11.6;38;0.67;3;37;3;6;689.41;120.7;62.05;0.07;6.18;17.19;6.18;7.3;
12347;47.7277;0.3635;REF;REF;11.36;38;0.83;2;39;3;6;693.12;120.17;62.21;0.07;6.07;17.6;6.72;7.4;
12348;47.7295;0.4701;REF;REF;11.52;39;0.8;3;37;3;5;684.42;119.67;62.15;0.07;6.01;17.38;6.78;7.33;
12349;47.7312;0.5767;REF;REF;11.63;39;0.63;3;33;2;5;689.09;114.5;64.58;0.1;6.1;18.99;6.58;7.37;
12350;47.7327;0.6833;REF;REF;11.35;40;0.73;2;38;3;6;656.17;113;64.44;0.1;5.68;17.42;8.19;7.37;
12351;47.7342;0.7899;REF;REF;11.34;39;0.7;2;38;3;6;657.62;113.27;64.38;0.07;5.62;17.5;8.16;7.33;
12352;47.7356;0.8966;REF;REF;11.24;38;0.7;2;39;3;6;659.83;113.6;64.27;0.07;5.64;17.8;8.08;7.3;
12353;47.7368;1.0032;REF;REF;11.24;38;0.7;2;39;3;6;659.86;113.7;64.27;0.07;5.64;17.8;8.08;7.3;
12354;47.738;1.1099;REF;REF;11.16;38;0.73;2;40;3;7;626.2;114.03;63.44;0.07;5.43;16.12;8.29;7.33;
12355;47.7391;1.2165;REF;REF;11.17;38;0.73;2;41;3;7;627.05;114.27;63.41;0.07;5.42;15.84;8.3;7.3;
12356;47.74;1.3232;REF;REF;11.21;38;0.77;2;40;3;7;625.73;114.03;63.42;0.07;5.41;15.81;8.32;7.27;
12357;47.7409;1.4298;REF;REF;11.23;39;0.83;2;40;3;8;624.67;113.93;63.44;0.07;5.39;16.01;8.37;7.33;
12358;47.7417;1.5365;REF;REF;11.31;40;0.8;2;39;3;8;621.2;113.63;63.46;0.07;5.37;15.87;8.42;7.33;
12359;47.7424;1.6432;REF;REF;11.43;44;1.1;1;44;4;8;660.89;119.77;61.88;0.07;5.74;16.69;7.51;7.37;
12360;47.743;1.7498;REF;REF;11.29;44;1.1;1;49;4;8;722.54;122.43;61.2;0.07;6.33;17.89;6.68;7.3;
12361;47.7435;1.8565;REF;REF;11.25;44;1.1;1;50;4;8;724.61;122.8;61.23;0.07;6.35;17.95;6.64;7.27;
12362;47.7439;1.9632;REF;REF;11.2;43;1.1;1;50;4;8;727.17;122.97;61.28;0.1;6.43;18.25;6.6;7.23;
12363;47.7442;2.0698;REF;REF;11.15;42;1.03;1;51;5;8;730.89;122.9;61.5;0.1;6.38;18.65;6.54;7.37;
12364;47.7444;2.1765;REF;REF;11.07;41;1.03;1;52;5;8;734.5;123.53;61.48;0.1;6.42;18.75;6.49;7.37;
12365;47.7444;2.2832;REF;REF;11.11;42;0.93;1;51;5;8;737.02;123.17;61.65;0.07;6.41;18.54;6.52;7.27;
12366;47.7445;2.3899;REF;REF;11.15;40;0.9;1;46;4;8;677.06;119.83;62.29;0.1;5.88;17.6;7.29;7.3;
12367;47.7444;2.4965;REF;REF;11;38;0.77;2;48;5;8;702.78;123.77;61.35;0.07;6.1;17.64;6.42;7.3;
12368;47.7442;2.6032;REF;REF;10.86;37;0.7;1;50;5;8;705.28;124.2;61.2;0.14;6.15;17.54;6.32;7.3;
12369;47.7439;2.7099;REF;REF;10.92;40;1.07;2;51;4;8;706.6;122.77;62.31;0.07;6.15;18.5;5.8;7.33;
12370;47.7435;2.8165;REF;REF;10.93;40;1;2;51;5;9;707.32;122.3;62.4;0.07;6.1;18.83;5.79;7.37;
12371;47.743;2.9232;REF;REF;10.99;40;0.93;2;49;5;9;773.29;130.43;59.14;0.1;6.76;18.54;5.63;7.33;
12372;47.7424;3.0299;REF;REF;10.82;38;0.9;2;51;5;9;781.83;130.77;59.07;0.1;6.83;18.77;5.49;7.37;
12373;47.7417;3.1366;REF;REF;10.75;38;0.8;2;51;5;9;783.59;130.6;59.13;0.07;6.86;18.44;5.43;7.33;
12374;47.7409;3.2432;REF;REF;10.59;36;0.7;2;53;4;9;788.18;130.37;58.92;0.07;6.96;18.5;5.28;7.33;
12375;47.7401;3.3499;REF;REF;10.54;35;0.7;2;53;4;9;790.1;130.4;58.94;0.07;6.97;18.56;5.25;7.37;
12376;47.7391;3.4565;REF;REF;11.01;44;1.27;2;49;4;10;733.89;126.8;60.23;0.1;6.44;18.42;5.77;7.43;
12377;47.738;3.5632;REF;REF;11.1;45;1.4;2;48;5;10;728.94;126.73;60.25;0.1;6.35;17.98;5.85;7.33;
12378;47.7368;3.6698;REF;REF;10.98;45;1.43;2;53;4;10;787.75;136.07;57.61;0.1;6.82;17.78;5.56;7.33;
12379;47.7356;3.7765;REF;REF;10.81;43;1.27;2;54;4;10;793.8;135.87;57.53;0.1;6.96;17.85;5.42;7.33;
12380;47.7342;3.8831;REF;REF;10.96;45;1.3;2;53;4;10;785.96;135.63;57.54;0.1;6.9;17.66;5.56;7.3;
12381;47.7327;3.9897;REF;REF;10.92;44;1.33;2;53;4;11;787.12;136;57.43;0.1;6.89;17.7;5.52;7.33;
12382;47.7312;4.0964;REF;REF;10.71;41;1.33;2;55;5;10;797.14;136.17;57.37;0.07;6.98;18.14;5.34;7.3;
12383;47.7295;4.203;REF;REF;10.91;44;1.43;2;53;5;11;786.41;135.93;57.45;0.07;6.88;17.93;5.52;7.3;
12384;47.7278;4.3096;REF;REF;10.37;39;1.1;1;64;5;11;861.67;134.73;58.74;0.07;7.5;20.2;6.19;7.27;
12385;47.7259;4.4162;REF;REF;10.17;37;1.07;1;66;6;10;875.99;135.47;58.88;0.1;7.67;20.85;5.99;7.33;
12386;47.724;4.5228;REF;REF;10.04;34;0.87;2;66;5;10;887.42;136.83;58.73;0.1;7.74;21.1;5.84;7.33;
12387;47.7219;4.6294;REF;REF;10.02;34;0.83;1;65;5;11;889.84;137.5;58.8;0.1;7.74;21.4;5.84;7.33;
12388;47.7198;4.7359;REF;REF;9.94;34;0.6;1;67;4;11;916.49;142.4;57.4;0.1;7.97;20.76;5.92;7.37;
12389;47.7175;4.8425;REF;REF;9.88;33;0.57;1;67;4;10;921.66;142.43;57.34;0.1;8.04;20.91;5.88;7.3;
12390;47.7152;4.9491;REF;REF;9.28;25;0.4;1;73;5;9;966.86;143.7;57.38;0.1;8.28;22.12;6.83;7.27;
12391;47.7127;5.0556;REF;REF;9.23;24;0.37;1;72;5;9;971.87;143.67;57.42;0.1;8.36;22.24;6.78;7.27;
