Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;
11109;47.052;5.549;REF;REF;604.33;2984.84;10.37;57;270;131;
11110;47.049;5.6542;REF;REF;606.17;2956.44;10;58;272;127;
11111;47.0459;5.7594;REF;REF;609.81;2926.45;9.67;59;272;127;
11112;47.0427;5.8646;REF;REF;661.34;2788.44;8.47;62;277;127;
11113;47.0395;5.9698;REF;REF;761.58;2731.64;7.9;66;280;127;
11114;47.0361;6.0749;REF;REF;806.85;2517.12;5.5;70;283;124;
11115;47.0326;6.1801;REF;REF;831.24;2391.48;3.87;74;288;123;
11116;47.029;6.2852;REF;REF;837.62;2358.46;3.4;76;289;123;
11117;47.0254;6.3903;REF;REF;923.71;1974.81;2.33;94;303;110;
11118;47.0216;6.4954;REF;REF;896.4;1985.16;1.53;93;300;115;
11119;47.0178;6.6005;REF;REF;913.12;1910.83;1;96;303;115;
11120;47.0138;6.7056;REF;REF;949.9;1756.06;0.33;109;0;0;
11179;47.0816;-2.1436;REF;REF;398.35;3461.19;7.67;34;0;0;
11180;47.0856;-2.0384;REF;REF;399.22;3434.31;7.23;35;0;0;
11181;47.0896;-1.9332;REF;REF;399.98;3426.11;7.27;35;245;147;
11182;47.0934;-1.8279;REF;REF;399.04;3425.55;7.07;35;248;147;
11183;47.0972;-1.7227;REF;REF;401.81;3414.46;8.97;36;256;143;
11184;47.1009;-1.6174;REF;REF;402.04;3410.95;8.93;36;257;143;
11185;47.1044;-1.5122;REF;REF;401.06;3373.89;8.67;37;258;142;
11186;47.1079;-1.4069;REF;REF;404.1;3341.69;8.47;37;259;142;
11187;47.1113;-1.3016;REF;REF;401.09;3355.62;8.9;37;257;143;
11188;47.1146;-1.1963;REF;REF;375.8;3290.72;9.2;40;266;138;
11189;47.1178;-1.091;REF;REF;380.55;3259.02;9.1;40;269;138;
11190;47.1209;-0.9856;REF;REF;382.66;3232.21;8.87;41;266;138;
11191;47.1238;-0.8803;REF;REF;383.82;3217.48;8.87;41;266;138;
11192;47.1267;-0.7749;REF;REF;391.2;3148.3;8.4;43;266;138;
11193;47.1295;-0.6696;REF;REF;396.96;3111.43;8.1;43;268;138;
11194;47.1323;-0.5642;REF;REF;390.63;3185.16;8.43;42;265;138;
11195;47.1349;-0.4588;REF;REF;343.2;3205.21;9.27;42;262;137;
11196;47.1374;-0.3534;REF;REF;338.43;3274.89;9.8;41;259;139;
11197;47.1398;-0.248;REF;REF;338.63;3291.68;10.03;41;258;140;
11198;47.1421;-0.1426;REF;REF;337.2;3338.85;10.77;40;256;140;
11199;47.1443;-0.0371;REF;REF;338.14;3325.34;10.6;40;257;140;
11200;47.1465;0.0683;REF;REF;360.6;3213.69;10.53;43;266;136;
11201;47.1485;0.1737;REF;REF;360.6;3260.15;10.47;42;263;137;
11202;47.1504;0.2792;REF;REF;364.26;3243.47;10.63;43;264;135;
11203;47.1522;0.3847;REF;REF;364.02;3234.72;10.17;43;265;137;
11204;47.154;0.4901;REF;REF;365.32;3208.5;9.87;43;265;136;
11205;47.1556;0.5956;REF;REF;371.76;3147.24;9.17;45;264;136;
11206;47.1572;0.7011;REF;REF;376.75;3121.96;8.83;45;262;136;
11207;47.1586;0.8066;REF;REF;374.69;3146.69;9.13;45;262;136;
11208;47.16;0.9121;REF;REF;376.64;3134.3;9.1;45;265;137;
11209;47.1612;1.0175;REF;REF;404.03;3159.06;9.63;45;265;135;
11210;47.1624;1.123;REF;REF;406.37;3131.26;9.2;45;265;134;
11211;47.1635;1.2286;REF;REF;407.4;3122.85;8.97;45;266;136;
11212;47.1644;1.3341;REF;REF;408.93;3085.36;8.4;46;265;134;
11213;47.1653;1.4396;REF;REF;404.53;3101.18;9.8;47;268;131;
11214;47.1661;1.5451;REF;REF;405.77;3100.95;9.77;47;270;132;
11215;47.1667;1.6506;REF;REF;405.35;3137.57;10.37;46;269;131;
11216;47.1673;1.7561;REF;REF;406.53;3125.04;10.13;46;269;131;
11217;47.1678;1.8617;REF;REF;438.32;3104.83;11.57;48;278;133;
11218;47.1682;1.9672;REF;REF;438.11;3107.01;11.6;48;278;133;
11219;47.1685;2.0727;REF;REF;456.27;3071.93;11.73;49;283;129;
11220;47.1687;2.1782;REF;REF;456.31;3075.61;11.93;49;282;129;
11221;47.1688;2.2838;REF;REF;462.28;3017.42;10.83;50;284;129;
11222;47.1688;2.3893;REF;REF;446.52;3029.11;10.27;51;276;129;
11223;47.1687;2.4948;REF;REF;463.22;3037.31;10.6;51;279;131;
11224;47.1685;2.6003;REF;REF;463.41;3035.2;10.57;51;279;131;
11225;47.1682;2.7059;REF;REF;466.8;2980.95;9.8;52;281;131;
11226;47.1678;2.8114;REF;REF;462.66;3005.83;9.83;51;279;129;
11227;47.1673;2.9169;REF;REF;461.31;3020.49;9.97;51;279;130;
11228;47.1668;3.0224;REF;REF;471;2954.02;10.23;52;286;126;
11229;47.1661;3.128;REF;REF;489.74;2785.54;8;56;289;124;
11230;47.1653;3.2335;REF;REF;516.47;2829.19;8.7;55;287;124;
11231;47.1644;3.339;REF;REF;523.07;2747.2;7.43;57;288;124;
11232;47.1635;3.4445;REF;REF;524.88;2736.18;7.23;57;289;124;
11233;47.1624;3.55;REF;REF;545.44;2900.78;9.2;55;281;126;
11234;47.1613;3.6555;REF;REF;543.61;2904.75;9.33;55;282;126;
11235;47.16;3.761;REF;REF;550.46;2856.15;8.63;56;284;126;
11236;47.1586;3.8665;REF;REF;637.03;2803.67;8.83;59;280;128;
11237;47.1572;3.972;REF;REF;670.48;2640.61;4.93;63;276;131;
11238;47.1557;4.0775;REF;REF;696.86;2524.72;2.97;65;280;130;
11239;47.154;4.1829;REF;REF;669.95;2665.49;5.2;61;276;133;
11240;47.1523;4.2884;REF;REF;524.97;2659.85;5.83;63;277;130;
11241;47.1504;4.3939;REF;REF;491.78;2701.78;7.87;64;282;125;
11242;47.1485;4.4993;REF;REF;495.78;2691.61;7.33;64;282;125;
11243;47.1465;4.6048;REF;REF;501.32;2653.79;6.47;65;281;125;
11244;47.1444;4.7102;REF;REF;522.15;2666.23;5.63;66;275;130;
11245;47.1421;4.8156;REF;REF;522.72;2633.34;5.23;67;277;131;
11246;47.1398;4.921;REF;REF;489.36;2898.15;11.07;61;275;132;
11247;47.1374;5.0265;REF;REF;486;2878.12;9.87;61;279;130;
11248;47.1349;5.1319;REF;REF;485;2906.09;10.43;61;280;132;
11249;47.1323;5.2372;REF;REF;481.31;2941.12;10.77;59;279;132;
11250;47.1296;5.3426;REF;REF;478.68;2948.52;11;59;281;132;
11251;47.1268;5.448;REF;REF;609.84;2975.81;10.43;57;271;133;
11252;47.1239;5.5534;REF;REF;606.18;2981.81;10.4;58;269;133;
11253;47.1209;5.6587;REF;REF;628.87;2976.7;11.97;58;271;131;
11254;47.1178;5.764;REF;REF;635.3;2927.06;11.4;58;273;129;
11255;47.1146;5.8694;REF;REF;645.85;2842.96;10.1;61;278;126;
11256;47.1113;5.9747;REF;REF;750.2;2772.43;8.43;64;277;127;
11257;47.108;6.08;REF;REF;767.72;2683.73;7.07;66;280;125;
11258;47.1045;6.1852;REF;REF;782.74;2633.53;6.53;68;280;124;
11259;47.1009;6.2905;REF;REF;834.47;2375.27;3.63;75;289;123;
11260;47.0973;6.3958;REF;REF;869.44;2230.85;2.27;83;288;121;
11261;47.0935;6.501;REF;REF;884.17;2039.54;1.93;92;297;115;
11262;47.0896;6.6062;REF;REF;903.95;1945.46;1.03;94;302;115;
11263;47.0857;6.7114;REF;REF;914.62;1921.66;1.03;100;0;0;
11321;47.1493;-2.2549;REF;REF;398.57;3459.04;7.67;34;0;0;
11322;47.1534;-2.1496;REF;REF;402.64;3413.53;7.33;35;248;146;
11323;47.1575;-2.0442;REF;REF;402.65;3411.41;7.33;35;248;146;
11324;47.1614;-1.9389;REF;REF;402.35;3398.07;7.07;35;245;146;
11325;47.1653;-1.8335;REF;REF;399.3;3421.21;7.07;35;248;147;
11326;47.1691;-1.7281;REF;REF;404.11;3390.19;8.8;36;257;143;
11327;47.1727;-1.6228;REF;REF;404.4;3385.12;8.87;36;258;143;
11328;47.1763;-1.5173;REF;REF;401.59;3381.76;8.83;37;258;142;
11329;47.1798;-1.4119;REF;REF;401.35;3383.84;8.87;37;258;142;
11330;47.1832;-1.3065;REF;REF;402.82;3341.04;8.73;37;257;142;
11331;47.1865;-1.201;REF;REF;410.03;3259.61;8.03;39;262;142;
11332;47.1897;-1.0956;REF;REF;380.42;3253.61;9.1;40;264;138;
11333;47.1928;-0.9901;REF;REF;378.55;3255.83;8.87;40;265;138;
11334;47.1958;-0.8846;REF;REF;379.43;3245.18;8.87;40;265;138;
11335;47.1987;-0.7791;REF;REF;383.63;3226.24;8.67;41;264;138;
11336;47.2015;-0.6736;REF;REF;383.41;3229.75;8.6;41;264;138;
11337;47.2042;-0.5681;REF;REF;338.77;3252.47;9.63;41;258;138;
11338;47.2068;-0.4626;REF;REF;337.21;3292.42;9.93;40;257;140;
11339;47.2093;-0.357;REF;REF;337.72;3304.93;10.37;40;257;140;
11340;47.2117;-0.2515;REF;REF;339.91;3273.92;10.03;41;257;140;
11341;47.214;-0.1459;REF;REF;338.15;3325.34;10.6;40;257;140;
11342;47.2163;-0.0403;REF;REF;338.78;3316.62;10.53;40;257;140;
11343;47.2184;0.0652;REF;REF;337.42;3332.88;10.77;40;258;139;
11344;47.2204;0.1708;REF;REF;359.55;3301.28;11.47;41;263;136;
11345;47.2224;0.2764;REF;REF;366.2;3215.2;10.2;43;264;135;
11346;47.2242;0.382;REF;REF;371.27;3132.24;9.1;44;264;134;
11347;47.2259;0.4876;REF;REF;369.95;3175.84;9.63;44;263;135;
11348;47.2276;0.5933;REF;REF;373.61;3170.9;9.17;45;261;137;
11349;47.2291;0.6989;REF;REF;372.09;3156.96;9.33;45;262;137;
11350;47.2306;0.8045;REF;REF;374.31;3166.25;9.7;44;264;137;
11351;47.2319;0.9101;REF;REF;373.5;3176.7;9.93;44;263;137;
11352;47.2332;1.0158;REF;REF;375.71;3162.08;9.63;44;263;135;
11353;47.2344;1.1214;REF;REF;406.89;3124.74;9.03;45;265;134;
11354;47.2354;1.2271;REF;REF;410.74;3081.85;8.1;46;266;136;
11355;47.2364;1.3327;REF;REF;391.13;3024.75;8.83;48;277;130;
11356;47.2373;1.4384;REF;REF;385.41;3096.53;9.8;46;275;130;
11357;47.238;1.544;REF;REF;401.38;3179.92;11.23;45;268;132;
11358;47.2387;1.6497;REF;REF;401.46;3190.91;11.67;45;267;131;
11359;47.2393;1.7554;REF;REF;402.14;2999.08;10.07;49;283;126;
11360;47.2398;1.861;REF;REF;403.31;2998.3;10.1;49;284;127;
11361;47.2402;1.9667;REF;REF;459.75;3071.48;11.93;49;283;128;
11362;47.2405;2.0724;REF;REF;464.28;3027.33;11.13;50;284;127;
11363;47.2406;2.178;REF;REF;462.62;3011.03;10.93;51;282;127;
11364;47.2407;2.2837;REF;REF;468.56;2953.67;10.1;52;283;127;
11365;47.2407;2.3894;REF;REF;472.26;2909.54;8.77;53;277;128;
11366;47.2406;2.495;REF;REF;471.75;2889.01;8.27;53;279;129;
11367;47.2405;2.6007;REF;REF;475.39;2854.14;7.73;54;280;129;
11368;47.2402;2.7064;REF;REF;478.41;2867.89;8.2;54;284;129;
11369;47.2398;2.812;REF;REF;463.52;2997.31;9.77;51;280;129;
11370;47.2393;2.9177;REF;REF;429.51;3088.6;11.17;50;272;131;
11371;47.2387;3.0234;REF;REF;466.63;2961.31;10.3;52;286;126;
11372;47.238;3.129;REF;REF;504.34;2912.94;9.83;53;287;126;
11373;47.2373;3.2347;REF;REF;520.04;2781.68;8.07;56;288;124;
11374;47.2364;3.3403;REF;REF;524.72;2734.27;7.27;57;288;122;
11375;47.2354;3.446;REF;REF;496.8;2851.99;8.57;55;282;127;
11376;47.2344;3.5516;REF;REF;491.48;2904.42;9.43;54;283;129;
11377;47.2332;3.6573;REF;REF;487.37;2942.42;9.97;53;285;129;
11378;47.2319;3.7629;REF;REF;497.5;2856.15;8.63;55;287;127;
11379;47.2306;3.8686;REF;REF;650.93;2772.89;8.07;59;280;128;
11380;47.2291;3.9742;REF;REF;668.82;2649.3;5.07;63;276;130;
11381;47.2276;4.0798;REF;REF;686.32;2584.64;3.47;63;279;131;
11382;47.226;4.1854;REF;REF;684.18;2612.38;4.2;62;277;133;
11383;47.2242;4.291;REF;REF;535.53;2637.96;5.3;63;279;129;
11384;47.2224;4.3966;REF;REF;526.83;2694.29;6.43;62;279;129;
11385;47.2204;4.5022;REF;REF;499.74;2665.11;6.47;64;282;125;
11386;47.2184;4.6078;REF;REF;498.32;2674.82;6.8;64;282;125;
11387;47.2163;4.7134;REF;REF;518.84;2698.51;6.13;66;272;128;
11388;47.2141;4.819;REF;REF;530.67;2616.07;5.1;67;275;130;
11389;47.2117;4.9245;REF;REF;511.65;2768.94;7.97;64;273;130;
11390;47.2093;5.0301;REF;REF;487.18;2859.56;9.6;62;278;131;
11391;47.2068;5.1356;REF;REF;483.89;2907.48;10.33;61;280;131;
11392;47.2042;5.2411;REF;REF;482.95;2915.83;10.33;60;280;131;
11393;47.2015;5.3467;REF;REF;483.62;2934.18;10.97;60;280;131;
11394;47.1987;5.4522;REF;REF;602.91;3033.19;11.2;56;268;134;
11395;47.1958;5.5577;REF;REF;640.71;2909.17;11.1;59;275;131;
11396;47.1928;5.6632;REF;REF;630.83;2962.22;11.9;58;272;131;
11397;47.1897;5.7686;REF;REF;632.31;2951.83;11.77;58;273;131;
11398;47.1865;5.8741;REF;REF;631.17;2941.34;11.73;58;274;126;
11399;47.1832;5.9795;REF;REF;734;2860.38;10.2;61;276;127;
11400;47.1798;6.085;REF;REF;761.79;2711.69;7.43;65;278;125;
11401;47.1764;6.1904;REF;REF;792.63;2573.19;6;69;283;124;
11402;47.1728;6.2958;REF;REF;817.84;2478.44;5.07;72;286;125;
11403;47.1691;6.4012;REF;REF;840.36;2359.4;3.7;76;289;125;
11404;47.1654;6.5066;REF;REF;857.79;2282.6;2.8;81;289;122;
11405;47.1615;6.612;REF;REF;874.95;2108.38;2.47;88;297;116;
11406;47.1575;6.7173;REF;REF;906.43;1972.8;1.43;93;300;115;
11407;47.1535;6.8226;REF;REF;901.73;1986.21;1.5;94;0;0;
11464;47.2211;-2.2611;REF;REF;385.17;3385.99;7.47;35;0;0;
11465;47.2253;-2.1556;REF;REF;400.22;3441.74;7.53;34;248;146;
11466;47.2293;-2.0501;REF;REF;401.97;3419.96;7.37;35;248;146;
11467;47.2333;-1.9446;REF;REF;401.58;3424.31;7.17;35;251;145;
11468;47.2372;-1.8391;REF;REF;393.88;3328.88;9;37;265;142;
11469;47.2409;-1.7336;REF;REF;398.29;3281.2;8.57;38;265;141;
11470;47.2446;-1.6281;REF;REF;402.07;3244.54;8.27;39;265;141;
11471;47.2482;-1.5225;REF;REF;392.62;3296.13;8.67;38;264;142;
11472;47.2517;-1.417;REF;REF;399.32;3405.51;9.2;36;258;142;
11473;47.2551;-1.3114;REF;REF;406.74;3303.23;8.4;38;259;142;
11474;47.2584;-1.2058;REF;REF;380.24;3255.8;9.13;40;264;138;
11475;47.2616;-1.1002;REF;REF;380.42;3253.61;9.1;40;264;138;
11476;47.2647;-0.9946;REF;REF;377.77;3264.06;8.93;40;265;138;
11477;47.2677;-0.8889;REF;REF;382.59;3204.92;8.63;41;265;138;
11478;47.2706;-0.7833;REF;REF;382.48;3239.17;8.67;41;263;138;
11479;47.2734;-0.6777;REF;REF;335.11;3264.29;9.87;41;261;138;
11480;47.2761;-0.572;REF;REF;333;3295.37;10.17;40;260;138;
11481;47.2787;-0.4663;REF;REF;336.79;3281.71;10.1;41;257;139;
11482;47.2812;-0.3606;REF;REF;338.2;3284.73;10.07;41;257;140;
11483;47.2836;-0.2549;REF;REF;340.77;3246.94;9.7;41;258;139;
11484;47.286;-0.1492;REF;REF;337.32;3307.03;10.27;40;258;139;
11485;47.2882;-0.0435;REF;REF;353.92;3318.47;10.47;40;259;138;
11486;47.2903;0.0622;REF;REF;356.76;3278.35;9.87;41;259;138;
11487;47.2924;0.1679;REF;REF;365.51;3257.35;10.77;42;263;136;
11488;47.2943;0.2737;REF;REF;367.99;3225.08;10.23;43;263;136;
11489;47.2961;0.3794;REF;REF;364.01;3259.8;10.8;42;262;135;
11490;47.2979;0.4851;REF;REF;367.97;3201.6;9.97;43;262;135;
11491;47.2995;0.5909;REF;REF;372.31;3188.5;9.6;44;261;137;
11492;47.3011;0.6967;REF;REF;373.35;3192.19;9.6;44;263;137;
11493;47.3025;0.8024;REF;REF;376.94;3182.48;9.43;44;262;137;
11494;47.3039;0.9082;REF;REF;377.27;3178.09;9.37;44;262;137;
11495;47.3051;1.014;REF;REF;377.32;3180.01;9.43;44;262;136;
11496;47.3063;1.1198;REF;REF;387.24;3104.07;10.13;46;275;129;
11497;47.3074;1.2256;REF;REF;390.68;3062.01;9.47;47;275;129;
11498;47.3083;1.3314;REF;REF;387.35;3111.31;10.33;46;274;130;
11499;47.3092;1.4372;REF;REF;397.91;3035.28;10.8;48;281;127;
11500;47.31;1.543;REF;REF;396.75;3053.89;10.93;48;282;127;
11501;47.3107;1.6488;REF;REF;398.76;3053.01;11.23;48;281;127;
11502;47.3113;1.7546;REF;REF;400.43;3034.31;10.83;48;282;127;
11503;47.3117;1.8604;REF;REF;402.98;3015.68;10.57;48;282;127;
11504;47.3121;1.9662;REF;REF;406.13;2998.25;10.37;49;284;127;
11505;47.3124;2.072;REF;REF;409.58;2959.56;9.83;50;284;127;
11506;47.3126;2.1778;REF;REF;462.18;3014.82;10.93;50;282;127;
11507;47.3127;2.2836;REF;REF;465.15;2969.68;10.33;52;284;127;
11508;47.3127;2.3894;REF;REF;478.23;2841.51;8.2;54;285;126;
11509;47.3126;2.4952;REF;REF;474.58;2869.18;8.07;54;278;129;
11510;47.3124;2.6011;REF;REF;490.41;2730.36;5.53;57;282;128;
11511;47.3121;2.7069;REF;REF;475.76;2814.82;7.07;56;280;127;
11512;47.3117;2.8127;REF;REF;467.34;2896.37;8.53;53;278;129;
11513;47.3113;2.9185;REF;REF;464.84;2954;10.2;52;285;127;
11514;47.3107;3.0243;REF;REF;469.06;2930.48;9.9;53;286;127;
11515;47.31;3.1301;REF;REF;476.61;2863.87;8.87;54;286;126;
11516;47.3092;3.2359;REF;REF;524.28;2746.31;7.7;57;289;124;
11517;47.3084;3.3417;REF;REF;525.25;2740.23;7.53;57;289;124;
11518;47.3074;3.4475;REF;REF;510.54;2849.48;8.9;54;287;125;
11519;47.3063;3.5533;REF;REF;492.41;2897.12;9.27;54;283;128;
11520;47.3052;3.6591;REF;REF;481.5;2993.23;11;52;283;130;
11521;47.3039;3.7648;REF;REF;497.9;2852.53;8.63;55;287;127;
11522;47.3025;3.8706;REF;REF;664.96;2716.1;6.23;60;278;128;
11523;47.3011;3.9764;REF;REF;671.43;2673.56;5.43;62;276;129;
11524;47.2995;4.0821;REF;REF;693.31;2592.53;3.83;64;280;129;
11525;47.2979;4.1879;REF;REF;544.3;2564.91;4;65;279;131;
11526;47.2962;4.2937;REF;REF;528.92;2699.56;6.5;62;279;128;
11527;47.2943;4.3994;REF;REF;531.22;2685.76;6.23;62;279;128;
11528;47.2924;4.5051;REF;REF;504.94;2661.59;6.63;65;283;126;
11529;47.2903;4.6109;REF;REF;557.02;2548.74;4.97;68;286;130;
11530;47.2882;4.7166;REF;REF;550.23;2562.95;5.33;68;282;129;
11531;47.286;4.8223;REF;REF;500.62;2826.33;9.13;63;272;130;
11532;47.2837;4.928;REF;REF;513.63;2723.34;6.87;65;274;131;
11533;47.2812;5.0337;REF;REF;460.69;2851.56;9.37;62;275;131;
11534;47.2787;5.1394;REF;REF;486.42;2885.13;10.03;61;280;131;
11535;47.2761;5.245;REF;REF;485.78;2890.87;10.1;61;280;131;
11536;47.2734;5.3507;REF;REF;487.4;2897.01;10.63;61;281;131;
11537;47.2706;5.4564;REF;REF;479.55;2936.46;11.03;60;279;130;
11538;47.2677;5.562;REF;REF;549.82;2898.91;10.33;59;277;132;
11539;47.2647;5.6676;REF;REF;625.61;3006.72;12.27;57;271;132;
11540;47.2616;5.7732;REF;REF;626.82;2998.4;12.13;57;271;132;
11541;47.2584;5.8789;REF;REF;627.16;2972.71;11.97;58;273;131;
11542;47.2551;5.9844;REF;REF;644.91;2863.2;10.77;61;277;126;
11543;47.2517;6.09;REF;REF;663.57;2758.12;8.17;63;278;125;
11544;47.2482;6.1956;REF;REF;756.79;2730.3;7.97;64;280;127;
11545;47.2447;6.3011;REF;REF;781.12;2626.93;6.6;68;281;126;
11546;47.241;6.4067;REF;REF;812.06;2481.79;5.07;71;287;123;
11547;47.2372;6.5122;REF;REF;841.06;2346.53;3.67;76;288;123;
11548;47.2334;6.6177;REF;REF;851.24;2220.59;3.57;85;294;117;
11549;47.2294;6.7232;REF;REF;855.83;2198.04;3.37;86;294;117;
11550;47.2253;6.8287;REF;REF;885.41;2055.38;2.07;92;296;116;
11551;47.2212;6.9341;REF;REF;905.21;1969.33;1.4;95;0;0;
11599;47.2562;-3.1114;REF;REF;349.91;3570.44;1.7;27;0;0;
11605;47.2843;-2.4784;REF;REF;385.35;3383.76;7.4;35;254;142;
11606;47.2887;-2.3728;REF;REF;387.69;3356;7.17;35;254;142;
11607;47.293;-2.2673;REF;REF;386.96;3364.64;7.23;35;254;142;
11608;47.2971;-2.1617;REF;REF;387.44;3388.23;7.4;35;252;141;
11609;47.3012;-2.056;REF;REF;388.6;3386;7.33;35;252;141;
11610;47.3052;-1.9504;REF;REF;394;3326.15;9.13;37;264;143;
11611;47.309;-1.8448;REF;REF;401.47;3255.08;8.3;39;264;142;
11612;47.3128;-1.7391;REF;REF;408.38;3186.13;7.9;40;265;140;
11613;47.3165;-1.6334;REF;REF;403.81;3225.8;8.1;39;265;141;
11614;47.3201;-1.5277;REF;REF;392.61;3296.13;8.67;38;264;142;
11615;47.3236;-1.422;REF;REF;399.37;3229.87;8.17;39;265;142;
11616;47.327;-1.3163;REF;REF;395.77;3238.98;8.23;39;263;141;
11617;47.3303;-1.2106;REF;REF;372.26;3327.3;9.4;39;262;138;
11618;47.3335;-1.1048;REF;REF;372.58;3322.95;9.33;39;262;138;
11619;47.3366;-0.9991;REF;REF;372.98;3321.06;9.17;39;263;139;
11620;47.3396;-0.8933;REF;REF;380.98;3241.24;8.73;40;262;138;
11621;47.3425;-0.7875;REF;REF;374.23;3324.18;9.37;39;260;138;
11622;47.3453;-0.6817;REF;REF;330.92;3349.55;10.93;39;257;139;
11623;47.348;-0.5759;REF;REF;335.98;3275.7;10.33;41;260;139;
11624;47.3506;-0.4701;REF;REF;334.25;3313.71;10.67;40;256;140;
11625;47.3531;-0.3643;REF;REF;332.65;3306.98;10.43;40;258;140;
11626;47.3556;-0.2584;REF;REF;330.98;3331.59;10.8;40;257;140;
11627;47.3579;-0.1526;REF;REF;352.43;3326.22;10.57;40;258;139;
11628;47.3601;-0.0467;REF;REF;356.96;3276.13;9.9;41;259;138;
11629;47.3623;0.0591;REF;REF;364.08;3182.38;8.8;43;261;137;
11630;47.3643;0.165;REF;REF;373.48;3147.56;8.77;44;262;135;
11631;47.3662;0.2709;REF;REF;374.3;3136.91;8.7;44;262;135;
11632;47.3681;0.3768;REF;REF;370.43;3175.85;9.73;44;263;135;
11633;47.3698;0.4827;REF;REF;367.97;3168.72;9.23;44;263;134;
11634;47.3715;0.5886;REF;REF;367.37;3232.06;10.2;44;263;135;
11635;47.373;0.6945;REF;REF;368.48;3231.53;10.43;44;260;137;
11636;47.3745;0.8004;REF;REF;371.11;3234.28;10.13;44;261;136;
11637;47.3758;0.9063;REF;REF;372.73;3214.75;9.83;44;261;136;
11638;47.3771;1.0122;REF;REF;379.71;3141.84;8.83;45;262;136;
11639;47.3783;1.1181;REF;REF;390.33;3055.38;9.43;47;276;129;
11640;47.3793;1.2241;REF;REF;388.59;3076.43;9.67;47;276;129;
11641;47.3803;1.33;REF;REF;399.32;3018.9;10.6;48;281;126;
11642;47.3812;1.4359;REF;REF;400.02;3010.68;10.43;48;282;126;
11643;47.3819;1.5419;REF;REF;399.48;3023.15;10.47;48;282;126;
11644;47.3826;1.6478;REF;REF;401.47;3022.27;10.7;49;281;127;
11645;47.3832;1.7538;REF;REF;401.13;3026.29;10.73;48;281;127;
11646;47.3837;1.8597;REF;REF;401.25;3036.16;10.83;48;282;127;
11647;47.3841;1.9657;REF;REF;405.33;3020.83;10.8;48;283;127;
11648;47.3844;2.0716;REF;REF;407.91;2991.75;10.4;49;283;127;
11649;47.3846;2.1776;REF;REF;460.61;3036.63;11.27;50;282;127;
11650;47.3847;2.2835;REF;REF;466.95;2976.18;10.2;51;285;128;
11651;47.3847;2.3895;REF;REF;474.54;2904.61;9.13;53;285;126;
11652;47.3846;2.4955;REF;REF;484.27;2823.15;7.4;55;281;129;
11653;47.3844;2.6014;REF;REF;489.72;2774.97;6.57;57;282;128;
11654;47.3841;2.7074;REF;REF;474.21;2857.29;7.8;55;280;128;
11655;47.3837;2.8133;REF;REF;471.03;2879.93;8.3;54;280;128;
11656;47.3832;2.9193;REF;REF;462.72;2973.16;10.33;52;285;127;
11657;47.3826;3.0252;REF;REF;470.1;2920.83;9.77;53;287;127;
11658;47.382;3.1312;REF;REF;473.15;2894.33;9.27;54;286;126;
11659;47.3812;3.2371;REF;REF;518.44;2792.59;8.23;56;288;125;
11660;47.3803;3.343;REF;REF;518.2;2798.95;8.3;56;288;124;
11661;47.3793;3.449;REF;REF;511.15;2878.97;9.4;54;287;127;
11662;47.3783;3.5549;REF;REF;490.64;2929.79;9.9;53;282;129;
11663;47.3771;3.6608;REF;REF;488.03;2940.9;10.07;53;284;130;
11664;47.3759;3.7668;REF;REF;499.27;2845.41;8.73;55;286;127;
11665;47.3745;3.8727;REF;REF;639.69;2839.81;9.73;58;282;125;
11666;47.373;3.9786;REF;REF;553.67;2760.15;6.13;58;279;131;
11667;47.3715;4.0845;REF;REF;564.84;2699.24;4.9;58;280;132;
11668;47.3698;4.1904;REF;REF;525.08;2702.45;6.7;62;280;130;
11669;47.3681;4.2963;REF;REF;522.01;2664.98;6.9;61;287;124;
11670;47.3663;4.4022;REF;REF;521.67;2667.78;6.93;61;288;126;
11671;47.3643;4.5081;REF;REF;541.52;2647.18;6.77;66;285;127;
11672;47.3623;4.6139;REF;REF;549.59;2567.86;5.47;68;282;129;
11673;47.3601;4.7198;REF;REF;557.93;2515.67;4.67;69;284;129;
11674;47.3579;4.8256;REF;REF;554.48;2528.71;4.9;69;282;130;
11675;47.3556;4.9315;REF;REF;535.34;2648;6.77;66;281;127;
11676;47.3532;5.0373;REF;REF;464.27;2778.7;8.5;64;276;130;
11677;47.3506;5.1431;REF;REF;489.27;2864.26;9.73;62;278;130;
11678;47.348;5.249;REF;REF;488.2;2872.6;9.83;61;278;131;
11679;47.3453;5.3548;REF;REF;483.63;2917.61;10.6;60;279;132;
11680;47.3425;5.4606;REF;REF;481.05;2937.25;10.93;60;279;132;
11681;47.3396;5.5663;REF;REF;553.05;2883.92;10.27;60;277;131;
11682;47.3366;5.6721;REF;REF;556.56;2831.2;9.57;61;278;129;
11683;47.3335;5.7779;REF;REF;620.65;2855.49;10.13;60;277;128;
11684;47.3303;5.8836;REF;REF;611.08;2928.11;11.2;59;273;131;
11685;47.327;5.9894;REF;REF;621.16;2876.85;10.5;60;275;129;
11686;47.3236;6.0951;REF;REF;655.72;2801.48;8.93;62;277;126;
11687;47.3201;6.2008;REF;REF;657.43;2797.48;8.97;62;275;126;
11688;47.3165;6.3065;REF;REF;674.46;2722.36;7.43;65;276;128;
